dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
lucas,5,0,pcal,0,2.774353,0.05680568620925153,71.62904174824979,4195-4196-4197-4198-4199
lucas,5,0,lasso,0,0.988568,0.06740393849307524,71.22547312686333,1406-1407-1408-1410-4199
lucas,5,0,mcuve,0,87.439857,0.45586165377806775,54.40555192879973,483-486-489-491-493
lucas,5,0,bsnet,0,78.168344,0.38737381004467597,57.727976378908345,1717-1789-1921-3326-3942
lucas,5,0,bsdr,0,19.374688,0.7859595606921936,34.122156546950364,407-1398-2024-2306-3459
lucas,5,1,pcal,0,2.818286,0,67.85848917590701,4195-4196-4197-4198-4199
lucas,5,1,lasso,0,0.709511,0,67.2149004384883,1406-1407-1408-1410-4199
lucas,5,1,mcuve,0,89.16579,0.2592772910313368,57.06388728549167,485-489-492-494-496
lucas,5,1,bsnet,0,76.409644,0.4837766748952981,47.63787005396516,1757-1921-2787-3326-4152
lucas,5,1,bsdr,0,19.557812,0.7169210701534012,35.27664673673525,406-1399-2024-2316-3461
lucas,5,2,pcal,0,2.737232,0.006253039700132912,72.24868335870765,4195-4196-4197-4198-4199
lucas,5,2,lasso,0,0.70531,0.06630812095734018,70.03156330405375,1406-1407-1408-1410-4199
lucas,5,2,mcuve,0,89.38759,0.21965553003027583,64.02288035553418,691-692-693-694-695
lucas,5,2,bsnet,0,78.24368,0.5006305162708007,51.215690229771496,1921-2787-3326-3942-4076
lucas,5,2,bsdr,0,19.611607,0.7398687278817994,36.96479591741441,407-1137-2024-2272-3459
lucas,5,3,pcal,0,2.760253,0.04573536808677148,76.99124747317931,4195-4196-4197-4198-4199
lucas,5,3,lasso,0,0.843592,0.04412036961467414,77.05636996580085,1406-1407-1408-1410-4199
lucas,5,3,mcuve,0,88.974559,0.39109448822492154,61.50096003696612,487-491-493-494-495
lucas,5,3,bsnet,0,78.568846,0.44962084000611857,58.470651524485305,2628-3119-3326-3942-4076
lucas,5,3,bsdr,0,19.914687,0.7725321151927573,37.58953792952147,405-1418-2023-2313-3459
lucas,5,4,pcal,0,2.813581,0.014537344423723786,77.66279248496113,4195-4196-4197-4198-4199
lucas,5,4,lasso,0,0.85402,0.026542859188223966,77.18827478522904,1406-1407-1408-1410-4199
lucas,5,4,mcuve,0,92.968845,0,78.96323438101336,2993-2994-2995-2996-2997
lucas,5,4,bsnet,0,79.460943,0.583031308555386,50.517824517428,1921-2787-3119-3785-3942
lucas,5,4,bsdr,0,19.940529,0.7758670098400139,37.037853467858504,405-1396-2023-2646-3459
lucas,5,5,pcal,0,2.96939,0,67.68435325425271,4195-4196-4197-4198-4199
lucas,5,5,lasso,0,0.635145,0,66.60650493732727,1406-1407-1408-1410-4199
lucas,5,5,mcuve,0,88.822758,0.31188361137434506,55.20564742392293,475-477-478-2996-2997
lucas,5,5,bsnet,0,80.554058,0.39001025434025793,51.97731291070814,1789-1921-2398-3104-3326
lucas,5,5,bsdr,0,20.184966,0.7055243394180192,36.11413848439875,407-1413-2023-2324-3459
lucas,5,6,pcal,0,2.98114,0.12152318653121263,79.71059749659507,4195-4196-4197-4198-4199
lucas,5,6,lasso,0,0.643244,0.14563901226696008,78.60888161371825,1406-1407-1408-1410-4199
lucas,5,6,mcuve,0,90.900608,0.042774215056611276,83.20666344390784,3002-3003-3004-3005-3006
lucas,5,6,bsnet,0,79.232738,0.4687810012400013,61.985157978412616,2484-3326-3519-3942-4076
lucas,5,6,bsdr,0,20.534565,0.7797874423290735,39.90910178853835,418-1137-2024-2299-3459
lucas,5,7,pcal,0,3.044332,0.03553026904821521,76.18621564251272,4195-4196-4197-4198-4199
lucas,5,7,lasso,0,0.851688,0.06109428267157557,75.16974765668117,1406-1407-1408-1410-4199
lucas,5,7,mcuve,0,90.169616,0.18571814819000587,70.00345553240803,717-719-720-721-722
lucas,5,7,bsnet,0,81.046758,0.48939024824493693,55.43405557830939,1921-2462-3326-3942-4076
lucas,5,7,bsdr,0,20.443972,0.7406131530942432,39.50991319083963,407-1400-2024-2633-3461
lucas,5,8,pcal,0,2.958138,0.07652505966500855,78.53162302974778,4195-4196-4197-4198-4199
lucas,5,8,lasso,0,0.643867,0.10660429222862255,77.2420776023853,1406-1407-1408-1410-4199
lucas,5,8,mcuve,0,90.107299,0.016304459775400182,81.05174455351683,2998-2999-3000-3001-3002
lucas,5,8,bsnet,0,80.115352,0.630912478881166,49.647421380671524,648-1717-1921-2591-3119
lucas,5,8,bsdr,0,20.588316,0.7790571783719591,38.41244609486192,407-1399-2023-2634-3461
lucas,5,9,pcal,0,3.190181,0.05263751098439229,79.90073325589637,4195-4196-4197-4198-4199
lucas,5,9,lasso,0,0.672689,0.08015898438713565,78.73159647571327,1406-1407-1408-1410-4199
lucas,5,9,mcuve,0,92.301676,0.40725724968348975,63.20126893209745,490-491-492-494-496
lucas,5,9,bsnet,0,81.458865,0.7407509099289219,41.79759493677391,435-1816-2199-2486-2628
lucas,5,9,bsdr,0,20.43532,0.8079654771404352,35.97346966649809,408-1397-2023-2312-3461
lucas,10,0,pcal,0,3.181596,0.048051194451728785,71.96069529535939,4190-4191-4192-4193-4194-4195-4196-4197-4198-4199
lucas,10,0,lasso,0,0.988568,0.06756353735061715,71.21937831744302,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas,10,0,mcuve,0,90.343898,0.44320151035562594,55.03482356930394,504-505-506-507-508-509-511-513-514-515
lucas,10,0,bsnet,0,78.168344,0.7165927639551617,39.26395303545362,648-1717-1789-1816-1921-3326-3519-3560-3942-4130
lucas,10,0,bsdr,0,21.969556,0.7786266885224356,34.701734690182334,434-1101-1644-1755-2020-2134-2284-2975-3427-3805
lucas,10,1,pcal,0,3.455986,0,67.2831645385005,4190-4191-4192-4193-4194-4195-4196-4197-4198-4199
lucas,10,1,lasso,0,0.709511,0,67.08517015032969,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas,10,1,mcuve,0,90.199369,0.2886588190297408,55.92068714130835,653-655-659-660-661-662-664-665-666-668
lucas,10,1,bsnet,0,76.409644,0.48459398722459934,47.6001437058379,1717-1757-1885-1921-2410-2787-3326-3587-3993-4152
lucas,10,1,bsdr,0,21.945024,0.7291069566267673,34.50900597103979,422-1135-1588-1789-2021-2135-2281-2974-3435-3800
lucas,10,2,pcal,0,3.427932,0.04698311010630629,70.75258783498677,4190-4191-4192-4193-4194-4195-4196-4197-4198-4199
lucas,10,2,lasso,0,0.70531,0.07173012285895985,69.8279286063607,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas,10,2,mcuve,0,89.097549,0.2381288460966945,63.26052556492735,734-735-736-737-738-739-740-741-742-743
lucas,10,2,bsnet,0,78.24368,0.6406914588422419,43.44359945579803,1789-1921-2787-3326-3334-3519-3683-3942-4076-4152
lucas,10,2,bsdr,0,21.938262,0.7577633716572639,35.67072504355233,422-1137-1474-1922-2020-2134-2285-2976-3435-3806
