epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,97.330857894285,97.41870108101678,0.15,0.001,138,272,407,540,675,809,943,1077,1211,1345,1479,1611,1745,1879,2015,2147,2281,2417,2549,2683,2817,2951,3085,3219,3353,3487,3622,3756,3890,4024
1,0,0,86.76947277844899,86.79573159687924,0.17,0.001,138,273,407,540,675,809,944,1078,1212,1346,1480,1610,1745,1878,2016,2146,2281,2418,2548,2682,2816,2950,3084,3219,3353,3487,3621,3755,3889,4024
2,0,0,80.76298149330236,80.76235574491838,0.18,0.001,139,273,407,540,676,810,944,1078,1213,1347,1481,1610,1744,1877,2017,2145,2282,2419,2547,2682,2816,2949,3084,3218,3352,3486,3621,3755,3889,4024
3,0,0,79.14388412588335,79.13882185754348,0.2,0.001,139,273,408,540,676,811,945,1079,1214,1348,1482,1610,1744,1876,2018,2145,2282,2420,2547,2681,2815,2949,3083,3217,3351,3486,3620,3755,3889,4023
4,0,0,80.76199299001202,80.7781188948313,0.22,0.001,139,273,408,540,677,811,946,1080,1214,1348,1482,1609,1744,1876,2018,2144,2283,2421,2546,2680,2815,2948,3083,3217,3351,3486,3620,3754,3889,4023
5,0,0,83.1106631198353,83.14844300537894,0.24,0.001,139,274,408,541,677,812,946,1081,1215,1349,1483,1609,1744,1875,2019,2144,2283,2421,2546,2679,2814,2948,3082,3216,3350,3485,3619,3754,3888,4023
6,0,0,84.34949556662298,84.39210474771915,0.26,0.001,139,274,409,541,678,813,947,1081,1216,1349,1483,1610,1744,1875,2019,2144,2283,2421,2545,2679,2814,2947,3081,3215,3350,3485,3619,3754,3888,4023
7,0,0,84.18501179507847,84.22502005880587,0.28,0.001,139,274,409,542,678,813,948,1082,1217,1350,1484,1610,1743,1874,2020,2144,2282,2421,2545,2678,2813,2947,3081,3215,3349,3484,3618,3754,3888,4023
8,0,0,83.12451832567211,83.15572740346873,0.3,0.001,139,274,409,542,679,814,948,1082,1218,1350,1484,1610,1743,1874,2021,2144,2282,2420,2544,2677,2812,2947,3081,3215,3348,3484,3618,3753,3888,4023
9,0,0,81.57319134908846,81.59431551412604,0.31,0.001,140,275,409,542,679,814,949,1083,1219,1350,1484,1611,1743,1873,2021,2144,2282,2420,2544,2677,2811,2947,3080,3215,3348,3484,3618,3753,3888,4022
10,0,0,79.97625074729216,79.98721821719393,0.33,0.001,140,275,409,543,680,815,950,1083,1220,1351,1484,1611,1742,1873,2022,2144,2282,2420,2544,2676,2810,2947,3080,3215,3347,3484,3617,3753,3888,4022
11,0,0,78.66957698977413,78.67392158460133,0.35,0.001,140,275,410,543,680,815,950,1084,1220,1351,1484,1611,1742,1873,2022,2145,2282,2420,2544,2675,2810,2947,3079,3215,3346,3483,3617,3753,3888,4022
12,0,0,77.83792882690611,77.82962286502807,0.37,0.001,140,275,410,544,681,816,951,1085,1221,1351,1484,1612,1742,1872,2023,2145,2282,2421,2543,2675,2809,2948,3079,3215,3346,3483,3616,3752,3887,4022
13,0,0,77.51988152241978,77.50553785657836,0.39,0.001,140,276,410,544,681,816,951,1085,1222,1352,1484,1612,1742,1872,2023,2145,2282,2421,2543,2674,2808,2948,3079,3214,3345,3483,3616,3752,3887,4022
14,0,0,77.5040762536881,77.48860173236771,0.41,0.001,140,276,410,545,682,817,952,1086,1223,1352,1485,1613,1742,1872,2023,2146,2282,2421,2543,2673,2808,2948,3078,3214,3344,3483,3615,3752,3887,4021
15,0,0,77.62461314819063,77.61105010020319,0.42,0.001,140,276,411,545,682,818,953,1086,1224,1352,1485,1613,1742,1871,2023,2146,2283,2421,2543,2673,2807,2948,3078,3214,3344,3482,3615,3752,3887,4021
16,0,0,77.72196666041397,77.70930657344074,0.44,0.001,140,277,411,546,683,818,953,1087,1225,1353,1485,1614,1742,1871,2023,2146,2283,2422,2543,2672,2806,2948,3078,3213,3343,3482,3614,3751,3887,4021
17,0,0,77.67738017354216,77.66315990384372,0.46,0.001,141,277,411,546,683,819,953,1088,1226,1353,1485,1614,1742,1871,2023,2146,2283,2422,2543,2671,2806,2947,3077,3213,3342,3482,3614,3751,3887,4021
18,0,0,77.43523314377796,77.41839201297712,0.48,0.001,141,277,412,547,684,819,954,1089,1227,1353,1485,1615,1742,1871,2023,2146,2283,2422,2543,2671,2805,2947,3077,3212,3342,3481,3614,3751,3886,4021
19,0,0,77.00303742994492,76.98116716221085,0.5,0.001,141,277,412,547,684,820,954,1089,1228,1354,1485,1615,1742,1871,2023,2146,2283,2422,2544,2670,2804,2947,3076,3212,3341,3481,3613,3751,3886,4021
20,0.006088547603175121,0.005562797070825964,76.45342676979071,76.42656618958652,0.51,0.001,141,278,412,547,684,821,954,1090,1229,1354,1485,1616,1743,1870,2022,2146,2284,2423,2544,2669,2804,2947,3076,3211,3341,3481,3613,3751,3886,4020
21,0.020286272508544756,0.019964344550772006,75.90540088038861,75.87113548128004,0.53,0.001,141,278,413,548,685,821,954,1091,1229,1355,1486,1617,1743,1870,2022,2146,2284,2423,2544,2669,2803,2946,3075,3210,3340,3480,3613,3750,3886,4020
22,0.03159192737258654,0.031515238895902464,75.46616843410695,75.4226988120536,0.55,0.001,141,278,413,548,685,822,954,1092,1230,1355,1486,1617,1743,1870,2022,2145,2284,2423,2545,2668,2803,2946,3075,3210,3339,3480,3612,3750,3885,4020
23,0.03873240460681859,0.03885404713277374,75.18743181106633,75.13639290691629,0.57,0.001,141,278,413,549,685,822,954,1093,1231,1356,1486,1618,1743,1869,2021,2145,2285,2423,2545,2667,2802,2946,3074,3209,3339,3480,3612,3750,3885,4020
24,0.04231756138761855,0.04264380449242122,75.04709458899791,74.98811754829894,0.59,0.001,142,279,414,549,686,823,954,1094,1232,1356,1486,1619,1744,1869,2021,2145,2285,2424,2545,2667,2802,2945,3074,3209,3338,3479,3611,3750,3885,4020
25,0.04490513606566893,0.045376077090758526,74.94563459289174,74.88103194609766,0.61,0.001,142,279,414,550,686,824,954,1094,1233,1357,1486,1619,1744,1869,2021,2145,2285,2424,2546,2666,2801,2945,3073,3208,3337,3479,3611,3750,3885,4020
26,0.04963635507124431,0.050196471974473966,74.75977804984777,74.69173628153251,0.62,0.001,142,279,414,550,686,824,954,1095,1234,1357,1487,1620,1745,1869,2020,2145,2286,2424,2546,2665,2801,2944,3073,3207,3337,3479,3611,3749,3884,4019
27,0.05791800378817624,0.0585577408567467,74.43332796872649,74.36224614912966,0.64,0.001,142,279,415,550,687,825,954,1096,1235,1357,1487,1621,1745,1869,2020,2144,2286,2424,2546,2665,2800,2944,3072,3207,3336,3479,3610,3749,3884,4019
