epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.016142633417660524,0.01950162513542795,-0.025006745885826076,-0.019192640177650988,0.01,0.001,8,15,23,31,38,46,53,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
1,0.015178894109143477,0.01950162513542795,-0.022259686627647657,-0.01643571247785358,0.02,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
2,0.0037344898205035537,0.005417118093174431,-0.0015162957479162298,0.00027609055770283497,0.03,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
3,0.14154921093844114,0.13001083423618634,0.0521978876386584,0.04563183180167063,0.03,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
4,0.14191061317913503,0.13001083423618634,0.04364913187594266,0.03707269287934056,0.04,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
5,0.140946873870618,0.12892741061755147,0.037021044322364194,0.031752493384897384,0.05,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
6,0.14106734128418263,0.12892741061755147,0.031927543732126584,0.026387914012634406,0.05,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
7,0.13865799301289,0.12784398699891658,0.0262527034864124,0.02237698382415243,0.06,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
8,0.1264907842428623,0.11917659804983749,0.00153653146819821,-0.0036030252572873955,0.07,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
9,0.2067220816769064,0.21451787648970747,0.06392334286972856,0.06362075503644493,0.08,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,152,160,167,175,183,190
10,0.23021322732200938,0.25785482123510295,0.06993168748181056,0.08178943989961851,0.08,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
11,0.23479098903746537,0.26543878656554715,0.06383079056372953,0.07589871114838909,0.09,0.001,8,16,23,30,38,46,53,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
12,0.2779183230936032,0.3217768147345612,0.1004543559201646,0.12722499486423444,0.1,0.001,8,16,23,30,38,46,53,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
13,0.3442958679677147,0.37486457204767065,0.16503026876278182,0.17672474427764717,0.1,0.001,8,16,23,30,38,46,53,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
14,0.3557402722563547,0.38244853737811485,0.17668265394553717,0.18385487443921145,0.11,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,107,114,121,129,138,145,153,160,167,175,183,190
15,0.35682447897843633,0.38244853737811485,0.17636928833771415,0.18157974973399127,0.12,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,107,114,121,129,138,145,153,160,167,175,183,190
16,0.35730634863269484,0.38353196099674974,0.17691189298350185,0.1828643088637767,0.12,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,107,113,121,129,138,145,153,160,167,175,183,190
17,0.35766775087338876,0.38353196099674974,0.17746532897023748,0.18321251774908198,0.13,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,145,153,161,167,175,182,190
18,0.35790868570051804,0.38353196099674974,0.1778478818089887,0.18321251774908198,0.14,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
19,0.35790868570051804,0.38353196099674974,0.1778478818089887,0.18321251774908198,0.15,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
20,0.35790868570051804,0.38353196099674974,0.17781912891623353,0.18321251774908198,0.15,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
21,0.35790868570051804,0.38353196099674974,0.17779251312857314,0.18321251774908198,0.16,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
22,0.35790868570051804,0.38353196099674974,0.17779251312857314,0.18321251774908198,0.17,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
23,0.35790868570051804,0.38353196099674974,0.1778356445058752,0.18321251774908198,0.17,0.001,8,16,23,30,37,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
24,0.35790868570051804,0.38353196099674974,0.17785002062606603,0.18321251774908198,0.18,0.001,8,16,23,30,37,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
25,0.3580291531140826,0.38353196099674974,0.17806175881884756,0.1833865109278402,0.19,0.001,8,16,23,30,37,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
26,0.3582700879412119,0.38353196099674974,0.17852822935521517,0.1833865109278402,0.2,0.001,8,16,23,30,37,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
27,0.3587519575954704,0.38353196099674974,0.1794032747152352,0.18373427499448247,0.2,0.001,8,16,23,30,37,46,53,62,69,77,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
28,0.3593542946632936,0.38353196099674974,0.18044619953701457,0.1839080459770115,0.21,0.001,8,16,23,30,37,46,53,62,69,77,84,91,98,108,113,121,129,138,146,153,161,167,176,182,190
29,0.35959522949042283,0.38353196099674974,0.18094043300644724,0.1839080459770115,0.22,0.001,8,16,23,30,37,46,53,62,69,77,84,91,98,108,113,121,129,138,146,153,161,167,176,182,190
30,0.3600770991446814,0.38461538461538464,0.18191394485612178,0.18620852374329422,0.23,0.001,8,16,23,30,37,46,53,62,69,77,84,91,98,108,113,121,129,138,146,153,161,167,176,182,190
31,0.3603180339718106,0.38461538461538464,0.18267856664063664,0.18638154698996356,0.24,0.001,8,16,23,30,37,46,53,62,69,77,84,91,97,108,113,121,129,138,146,153,161,167,176,182,190
32,0.36067943621250453,0.38461538461538464,0.18363887925937294,0.18741814337947527,0.24,0.001,8,16,23,30,37,46,53,62,68,77,84,91,97,108,112,121,129,139,146,153,161,167,176,182,190
33,0.3607999036260692,0.3856988082340195,0.18483038608908864,0.19005265096526758,0.25,0.001,8,16,23,30,37,46,53,62,68,77,84,91,97,108,112,121,129,139,146,153,161,167,176,182,190
34,0.3607999036260692,0.3856988082340195,0.18639114310984217,0.19108172943162216,0.26,0.001,8,16,23,30,37,46,53,62,68,77,84,91,97,108,112,120,129,139,146,153,161,167,176,182,190
35,0.3607999036260692,0.38678223185265437,0.18814312476019446,0.19523504365668665,0.26,0.001,8,16,23,30,37,46,53,62,68,77,84,91,97,108,112,120,129,139,146,153,161,167,176,182,190
36,0.36092037103963376,0.38678223185265437,0.19013628821396378,0.1974369255396452,0.27,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,129,139,146,153,161,166,176,182,190
37,0.3610408384531984,0.38678223185265437,0.19195301003968723,0.2004658686905324,0.28,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,129,139,146,153,161,166,176,182,190
38,0.36092037103963376,0.38678223185265437,0.19316619717649242,0.20213875648507196,0.29,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,129,139,146,153,161,166,176,182,190
39,0.3605589687989399,0.38678223185265437,0.19365526823190782,0.2033056187588832,0.29,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,129,139,146,153,160,166,176,182,190
40,0.3605589687989399,0.38678223185265437,0.19475075331107528,0.20496665662256386,0.3,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,129,139,146,153,160,166,176,183,190
41,0.36043850138537525,0.38678223185265437,0.1952909869742161,0.20579458092057146,0.31,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,129,139,146,153,160,166,176,183,191
42,0.3603180339718106,0.38678223185265437,0.19565077832347555,0.20629050832728146,0.31,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,129,139,146,153,160,166,176,183,191
