epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,153.35702446619456,154.97680017909133,0.15,0.001,164,324,483,643,804,962,1122,1283,1441,1603,1763,1920,2080,2242,2400,2559,2721,2879,3041,3200,3359,3520,3678,3838,3998
1,0,0,135.4549625336776,137.20597825441135,0.16,0.001,164,324,483,643,804,961,1121,1284,1440,1604,1763,1919,2079,2242,2399,2558,2722,2878,3041,3201,3358,3520,3678,3838,3998
2,0,0,118.9316702459862,120.8038626956419,0.18,0.001,164,325,482,643,805,961,1120,1285,1439,1605,1764,1918,2078,2242,2399,2558,2722,2877,3042,3202,3358,3521,3677,3837,3998
3,0,0,103.97943850979625,105.99866412778512,0.2,0.001,165,325,482,644,806,960,1119,1285,1439,1605,1764,1918,2077,2242,2399,2557,2722,2876,3042,3202,3357,3521,3677,3837,3997
4,0,0,91.97637901589191,94.14014133693182,0.22,0.001,165,325,482,644,806,959,1119,1286,1438,1606,1765,1917,2076,2242,2399,2556,2723,2876,3042,3203,3357,3521,3677,3837,3997
5,0,0,84.76858721782645,87.0001094422803,0.24,0.001,165,325,481,645,807,959,1118,1287,1437,1607,1766,1916,2076,2242,2400,2555,2723,2875,3042,3204,3356,3522,3677,3837,3997
6,0,0,82.93415297975105,85.11794149792246,0.26,0.001,165,326,481,645,807,958,1118,1288,1437,1608,1766,1915,2075,2242,2400,2555,2723,2874,3042,3205,3356,3522,3676,3836,3997
7,0,0,85.49176164165615,87.53990161634864,0.27,0.001,165,326,481,646,808,958,1117,1288,1436,1608,1767,1914,2074,2242,2400,2554,2723,2874,3042,3205,3355,3522,3676,3836,3997
8,0,0,89.50636652460818,91.39985020330997,0.29,0.001,165,326,481,646,809,957,1117,1289,1436,1609,1768,1914,2074,2242,2401,2553,2723,2874,3041,3205,3355,3522,3675,3836,3997
9,0,0,92.33103761906123,94.11793943471935,0.31,0.001,166,326,481,647,809,957,1117,1290,1436,1609,1768,1913,2074,2242,2401,2553,2723,2873,3041,3205,3354,3522,3675,3836,3996
10,0,0,93.29892525171445,95.0362749411376,0.33,0.001,166,326,480,647,810,957,1117,1290,1435,1609,1769,1913,2074,2242,2401,2553,2724,2872,3040,3205,3353,3522,3675,3836,3996
11,0,0,92.55107331562935,94.28469396262047,0.34,0.001,166,326,480,647,810,957,1117,1290,1435,1609,1769,1913,2074,2242,2401,2552,2724,2872,3039,3204,3353,3522,3674,3836,3996
12,0,0,90.53306220139966,92.29951351612044,0.36,0.001,166,326,480,647,811,957,1117,1290,1435,1609,1769,1913,2074,2243,2401,2552,2724,2871,3039,3204,3352,3522,3674,3836,3996
13,0,0,87.88570680683804,89.70582891979484,0.38,0.001,166,326,480,648,811,957,1117,1290,1435,1610,1769,1913,2074,2243,2401,2552,2724,2870,3038,3203,3352,3522,3673,3836,3996
14,0,0,85.47721336067437,87.36145840164586,0.4,0.001,166,326,480,648,812,957,1118,1290,1435,1610,1769,1914,2074,2243,2401,2551,2724,2869,3037,3203,3351,3522,3673,3836,3995
15,0,0,83.57870191659177,85.52378826604327,0.41,0.001,167,326,480,648,813,957,1118,1290,1435,1610,1768,1914,2074,2243,2401,2551,2724,2869,3036,3202,3350,3522,3672,3836,3995
16,0,0,82.20335517217347,84.19767535482349,0.43,0.001,167,326,480,648,813,957,1118,1290,1435,1610,1768,1915,2074,2243,2401,2551,2725,2868,3036,3201,3350,3522,3672,3836,3995
17,0,0,81.36021971186226,83.38204207985224,0.45,0.001,167,326,480,648,814,958,1118,1289,1435,1610,1768,1915,2074,2243,2401,2551,2725,2867,3035,3201,3349,3522,3671,3836,3995
18,0,0,80.94390659972497,82.98485895876578,0.47,0.001,167,326,480,648,814,958,1119,1289,1435,1610,1767,1915,2074,2242,2401,2551,2725,2866,3034,3200,3349,3522,3671,3836,3995
19,0,0,80.80577178584615,82.85370142512494,0.48,0.001,167,326,480,648,815,958,1119,1289,1434,1610,1767,1916,2074,2242,2401,2551,2725,2866,3033,3200,3348,3522,3671,3836,3994
20,0,0,80.8041070177593,82.84967915410114,0.5,0.001,167,326,480,648,815,958,1119,1289,1434,1611,1767,1916,2074,2242,2400,2551,2725,2865,3032,3199,3347,3522,3670,3836,3994
21,0,0,80.81983785807944,82.8587135203655,0.52,0.001,167,326,480,648,816,958,1120,1289,1434,1611,1766,1916,2074,2242,2400,2550,2725,2865,3032,3199,3347,3522,3670,3836,3994
22,0,0,80.765402821807,82.79349428132926,0.54,0.001,168,326,480,648,816,958,1120,1289,1434,1611,1766,1916,2074,2242,2400,2550,2725,2864,3031,3198,3346,3522,3669,3836,3994
23,0,0,80.59063281583195,82.60374632091452,0.56,0.001,168,326,480,648,817,958,1121,1289,1434,1611,1766,1916,2074,2242,2400,2550,2725,2864,3030,3198,3345,3522,3669,3836,3994
