epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,98.30851668662793,97.61030419159137,0.15,0.001,138,272,407,540,675,809,943,1077,1211,1345,1479,1611,1745,1879,2015,2147,2281,2417,2549,2683,2817,2951,3085,3219,3353,3487,3622,3756,3890,4024
1,0,0,87.77775669446389,86.95495702247946,0.17,0.001,138,273,407,540,675,809,944,1078,1212,1346,1480,1610,1745,1878,2016,2146,2281,2418,2548,2682,2816,2950,3084,3219,3353,3487,3621,3755,3889,4024
2,0,0,81.75829289455137,80.85648092646935,0.18,0.001,139,273,407,540,676,810,944,1078,1213,1347,1481,1610,1744,1877,2017,2145,2282,2419,2547,2682,2816,2949,3084,3218,3352,3486,3621,3755,3889,4024
3,0,0,80.08567494896481,79.15966114837153,0.21,0.001,139,273,408,540,676,811,945,1079,1214,1348,1482,1610,1744,1876,2018,2145,2282,2420,2547,2681,2815,2949,3083,3217,3351,3486,3620,3755,3889,4023
4,0,0,81.64713042263028,80.75608287847423,0.23,0.001,139,273,408,540,677,811,946,1080,1214,1348,1482,1609,1744,1876,2018,2144,2283,2421,2546,2680,2815,2948,3083,3217,3351,3486,3620,3754,3889,4023
5,0,0,83.98140256367775,83.12717043688994,0.24,0.001,139,274,408,541,677,812,946,1081,1215,1349,1483,1609,1744,1875,2019,2144,2283,2421,2546,2679,2814,2948,3082,3216,3350,3485,3619,3754,3888,4023
6,0,0,85.24347310516653,84.39915452868145,0.26,0.001,139,274,409,541,678,813,947,1081,1216,1349,1483,1610,1744,1875,2019,2144,2283,2421,2545,2679,2814,2947,3081,3215,3350,3485,3619,3754,3888,4023
7,0,0,85.10457721239204,84.2542191080067,0.28,0.001,139,274,409,542,678,813,948,1082,1217,1350,1484,1610,1743,1874,2020,2144,2282,2421,2545,2678,2813,2947,3081,3215,3349,3484,3618,3754,3888,4023
8,0,0,84.0725569030629,83.2037984127678,0.3,0.001,139,274,409,542,679,814,948,1082,1218,1350,1484,1610,1743,1874,2021,2144,2282,2420,2544,2677,2812,2947,3081,3215,3348,3484,3618,3753,3888,4023
9,0,0,82.54405192267036,81.65098468959974,0.32,0.001,140,275,409,542,679,814,949,1083,1219,1350,1484,1611,1743,1873,2021,2144,2282,2420,2544,2677,2811,2947,3080,3215,3348,3484,3618,3753,3888,4022
10,0,0,80.95755362090217,80.03875404101129,0.34,0.001,140,275,410,543,680,815,950,1083,1220,1351,1484,1611,1742,1873,2022,2144,2282,2420,2544,2676,2810,2947,3080,3215,3347,3484,3617,3753,3888,4022
11,0,0,79.64750221679898,78.70773915648321,0.35,0.001,140,275,410,543,680,815,950,1084,1220,1351,1484,1611,1742,1873,2022,2145,2282,2420,2544,2675,2810,2947,3079,3215,3346,3483,3617,3753,3888,4022
12,0,0,78.79878511218463,77.83126028868477,0.37,0.001,140,275,410,544,681,816,951,1085,1221,1351,1484,1612,1742,1872,2023,2145,2282,2421,2544,2675,2809,2948,3079,3215,3346,3483,3616,3752,3887,4022
13,0,0,78.46041746877849,77.47874582546817,0.39,0.001,140,276,410,544,681,817,951,1085,1222,1352,1484,1612,1742,1872,2023,2145,2282,2421,2543,2674,2808,2948,3079,3214,3345,3483,3616,3752,3887,4022
14,0,0,78.43089800403123,77.4419515467876,0.41,0.001,140,276,410,545,682,817,952,1086,1223,1352,1485,1613,1742,1872,2023,2146,2282,2421,2543,2673,2808,2948,3078,3214,3344,3483,3615,3752,3887,4021
15,0,0,78.54331756664598,77.55062925377362,0.43,0.001,140,276,411,545,682,818,952,1086,1224,1352,1485,1613,1742,1871,2023,2146,2283,2421,2543,2673,2807,2948,3078,3214,3344,3482,3615,3752,3887,4021
16,0,0,78.63902150411715,77.64084668664266,0.45,0.001,140,277,411,546,683,818,953,1087,1225,1353,1485,1614,1742,1871,2023,2146,2283,2422,2543,2672,2806,2948,3078,3213,3343,3482,3614,3751,3887,4021
17,0,0,78.59786582165415,77.59095595050044,0.46,0.001,141,277,411,546,683,819,953,1088,1226,1353,1485,1614,1742,1871,2023,2146,2283,2422,2543,2671,2806,2947,3077,3213,3342,3482,3614,3751,3887,4021
18,0,0,78.36232702565053,77.34149933594027,0.48,0.001,141,277,412,547,684,819,954,1089,1227,1353,1485,1615,1742,1871,2023,2146,2283,2422,2543,2671,2805,2947,3077,3212,3342,3481,3614,3751,3886,4021
19,0,0,77.93699566296324,76.89798309895716,0.5,0.001,141,277,412,547,684,820,954,1089,1228,1354,1485,1615,1742,1870,2022,2146,2284,2422,2544,2670,2805,2947,3076,3212,3341,3481,3613,3751,3886,4021
20,0.005899832556904849,0.005269903040504675,77.38909340045115,76.33206713207923,0.52,0.001,141,278,412,547,684,821,954,1090,1229,1354,1485,1616,1742,1870,2022,2146,2284,2423,2544,2669,2804,2947,3076,3211,3341,3481,3613,3751,3886,4020
21,0.02005171034468456,0.0200988118619988,76.83627073199219,75.760970224615,0.54,0.001,141,278,413,548,685,821,954,1091,1229,1355,1486,1616,1743,1870,2022,2146,2284,2423,2545,2669,2803,2946,3075,3211,3340,3480,3613,3750,3886,4020
22,0.03139288603613388,0.03211430353420186,76.3903517457784,75.29504790011923,0.56,0.001,141,278,413,548,685,822,954,1092,1230,1355,1486,1617,1743,1870,2022,2145,2285,2423,2545,2668,2803,2946,3075,3210,3339,3480,3612,3750,3885,4020
23,0.038582338431712215,0.03978471490673008,76.10631954706521,74.99610015902493,0.57,0.001,141,278,413,549,685,822,954,1093,1231,1356,1486,1618,1743,1869,2021,2145,2285,2423,2545,2667,2802,2946,3074,3209,3339,3480,3612,3750,3885,4020
24,0.04221385525958865,0.043800502116823625,75.96244767667278,74.83911454851834,0.59,0.001,142,279,414,549,686,823,954,1094,1232,1356,1486,1619,1744,1869,2021,2145,2285,2423,2546,2667,2802,2945,3074,3209,3338,3479,3611,3750,3885,4020
25,0.044894120019001615,0.04680258611575572,75.85608740301433,74.72154035985875,0.61,0.001,142,279,414,550,686,824,954,1094,1233,1357,1486,1619,1744,1869,2020,2145,2286,2424,2546,2666,2801,2945,3073,3208,3337,3479,3611,3750,3885,4020
26,0.049635113226306427,0.051874650630715946,75.66758550458545,74.52247393299386,0.63,0.001,142,279,414,550,686,824,954,1095,1234,1357,1487,1620,1745,1869,2020,2145,2286,2424,2547,2665,2801,2944,3072,3207,3337,3479,3611,3749,3884,4019
27,0.05774069420643624,0.060377803149074705,75.34421012924616,74.18754936287321,0.65,0.001,142,279,415,550,686,825,954,1096,1235,1357,1487,1621,1745,1869,2020,2145,2286,2424,2547,2665,2800,2944,3072,3207,3336,3479,3610,3749,3884,4019
28,0.06834142046927749,0.0714232690828418,74.91918823388973,73.75021186410247,0.67,0.001,142,280,415,551,687,826,953,1097,1236,1358,1487,1622,1745,1869,2020,2144,2286,2423,2547,2664,2800,2943,3071,3206,3336,3478,3610,3749,3884,4019
29,0.07927978522667423,0.08275716850816817,74.47808638493943,73.2987452463376,0.68,0.001,142,280,415,551,687,826,953,1098,1236,1358,1487,1622,1746,1869,2020,2144,2286,2423,2548,2664,2799,2943,3071,3205,3335,3478,3610,3749,3884,4019
30,0.0884519270739732,0.09222090569685537,74.10618437418027,72.91963349619051,0.7,0.001,142,280,416,552,687,827,953,1098,1237,1359,1487,1623,1746,1869,2020,2144,2286,2423,2548,2663,2799,2942,3070,3205,3334,3478,3609,3749,3883,4019
31,0.09503607232386202,0.09901592647710067,73.83806976671993,72.6462056229109,0.72,0.001,143,281,416,552,687,828,952,1099,1238,1359,1487,1624,1747,1869,2020,2144,2286,2423,2549,2663,2798,2942,3070,3204,3334,3477,3609,3749,3883,4019
32,0.09992600539765573,0.10407648738221409,73.63830259705203,72.44190492970039,0.74,0.001,143,281,416,553,687,828,952,1100,1239,1360,1487,1625,1747,1869,2020,2144,2286,2423,2549,2662,2798,2941,3069,3203,3333,3477,3609,3748,3883,4018
33,0.10504676512851452,0.1093771045353169,73.42853003729205,72.22728543783678,0.76,0.001,143,281,417,553,687,829,951,1101,1239,1360,1488,1626,1748,1870,2019,2144,2286,2423,2549,2662,2797,2941,3069,3203,3332,3477,3608,3748,3883,4018
34,0.11181918307078897,0.11640332371686402,73.15017595459015,71.94182016241493,0.78,0.001,143,281,417,553,687,829,950,1102,1240,1360,1488,1626,1749,1870,2019,2144,2286,2422,2550,2661,2797,2940,3068,3202,3332,3477,3608,3748,3882,4018
35,0.1200828850706801,0.12502492434235302,72.80908320845862,71.58997834892814,0.79,0.001,143,282,417,554,687,830,950,1103,1241,1361,1488,1627,1749,1870,2019,2144,2287,2422,2550,2661,2796,2940,3067,3201,3331,3476,3608,3748,3882,4018
36,0.12828370051376858,0.1336268153712339,72.46899592994062,71.2372041689769,0.81,0.001,143,282,417,554,687,831,949,1103,1241,1361,1488,1628,1750,1870,2019,2144,2287,2422,2551,2660,2796,2939,3067,3201,3331,3476,3608,3748,3882,4018
37,0.13483430417010456,0.14057723739287398,72.19619806904655,70.9508797954613,0.83,0.001,143,282,418,554,687,831,948,1104,1242,1362,1488,1629,1751,1870,2018,2143,2287,2422,2551,2660,2796,2938,3066,3200,3330,3476,3607,3748,3882,4018
38,0.13965011183835052,0.145728951125499,71.9949813789128,70.737910986834,0.85,0.001,144,283,418,555,687,832,947,1105,1243,1362,1488,1630,1751,1870,2018,2143,2287,2422,2551,2660,2795,2938,3066,3199,3330,3475,3607,3748,3881,4017
39,0.1444405816720825,0.1508015762857029,71.79426851906425,70.52758076410603,0.87,0.001,144,283,419,555,686,832,946,1106,1243,1363,1489,1631,1752,1870,2018,2143,2287,2422,2552,2659,2795,2937,3065,3198,3329,3475,3607,3747,3881,4017
40,0.15085206150202612,0.15748175013207977,71.52475123383863,70.249631616027,0.89,0.001,144,283,419,555,686,833,946,1107,1244,1363,1489,1631,1753,1870,2018,2143,2287,2421,2552,2659,2794,2937,3065,3198,3328,3475,3607,3747,3881,4017
41,0.1583887933870317,0.1652380841504113,71.20663085235637,69.92551841066322,0.91,0.001,144,283,419,556,686,834,945,1108,1245,1363,1489,1632,1753,1870,2018,2143,2287,2421,2552,2658,2794,2936,3064,3197,3328,3474,3607,3747,3880,4017
42,0.1651610306733431,0.17213161750560735,70.91955995615737,69.63619187426895,0.92,0.001,144,284,420,556,685,834,944,1109,1245,1364,1489,1633,1754,1870,2017,2143,2287,2421,2553,2658,2793,2935,3064,3196,3327,3474,3607,3747,3880,4017
43,0.17033855776579565,0.17736538489250264,70.6993041094642,69.415725658888,0.94,0.001,144,284,420,556,685,835,943,1110,1246,1364,1490,1634,1755,1870,2017,2143,2287,2421,2553,2657,2793,2935,3063,3196,3327,3474,3606,3747,3880,4016
44,0.17492462982139811,0.18203638617267204,70.50362911758515,69.21837260055129,0.96,0.001,144,284,420,557,685,835,942,1111,1246,1365,1490,1635,1755,1870,2017,2143,2287,2421,2554,2657,2792,2934,3063,3195,3326,3473,3606,3747,3880,4016
45,0.1804589359832819,0.18775255338356467,70.26677680009949,68.97609130615477,0.98,0.001,145,285,421,557,684,836,941,1112,1247,1365,1490,1635,1756,1871,2017,2143,2287,2420,2554,2656,2792,2934,3062,3194,3326,3473,3606,3747,3879,4016
46,0.18695949419160107,0.19452354422446105,69.98754423221499,68.68798694663609,1.0,0.001,145,285,421,557,684,836,940,1112,1248,1366,1491,1636,1757,1871,2017,2143,2287,2420,2554,2656,2791,2933,3062,3194,3325,3473,3606,3747,3879,4016
47,0.19301283379553003,0.2008923889369697,69.72652004550528,68.41589627624015,1.02,0.001,145,285,421,557,683,837,939,1113,1248,1366,1491,1637,1757,1871,2016,2143,2287,2420,2555,2655,2791,2933,3062,3193,3325,3472,3606,3747,3879,4016
48,0.1978619739685583,0.20600757759609434,69.51671547526357,68.19657578807568,1.03,0.001,145,286,422,557,683,838,938,1114,1249,1366,1491,1638,1758,1871,2016,2143,2287,2419,2555,2655,2791,2932,3061,3192,3324,3472,3606,3746,3879,4016
49,0.2024651289626066,0.21080560593578557,69.31696263248809,67.9902085379303,1.05,0.001,145,286,422,557,682,838,937,1115,1249,1367,1492,1639,1759,1871,2016,2142,2286,2419,2556,2654,2790,2931,3061,3192,3324,3472,3606,3746,3878,4015
50,0.20791726891655748,0.21637389288547093,69.07961821220316,67.74992792892846,1.07,0.001,145,286,422,558,682,839,936,1116,1250,1367,1492,1640,1759,1871,2016,2142,2286,2419,2556,2654,2790,2931,3061,3191,3323,3471,3606,3746,3878,4015
51,0.21373705829462852,0.22223840243809623,68.82537416466583,67.49593448404875,1.09,0.001,145,286,423,558,681,839,935,1117,1250,1368,1492,1641,1760,1871,2016,2142,2286,2418,2556,2653,2789,2930,3060,3190,3323,3471,3606,3746,3878,4015
52,0.21877969014392729,0.2272483412431906,68.6043129680088,67.27819822967355,1.11,0.001,146,287,423,558,681,840,934,1118,1251,1368,1493,1641,1761,1872,2016,2142,2286,2418,2557,2653,2789,2930,3060,3190,3322,3471,3607,3746,3877,4015
53,0.22323472699802926,0.23166037214985402,68.40842347506445,67.08586426061566,1.13,0.001,146,287,423,558,680,840,933,1119,1251,1369,1493,1642,1761,1872,2016,2142,2286,2418,2557,2652,2788,2929,3060,3189,3322,3470,3607,3746,3877,4015
54,0.22825014965540114,0.23673980803066974,68.18721714538033,66.86374394173758,1.15,0.001,146,287,424,558,679,841,932,1120,1252,1369,1493,1643,1762,1872,2016,2142,2286,2417,2558,2652,2788,2928,3059,3188,3321,3470,3607,3746,3877,4015
55,0.2338825578464817,0.24255616702420268,67.93794201213156,66.60848983402003,1.16,0.001,146,288,424,558,679,841,931,1121,1252,1370,1494,1644,1763,1872,2016,2142,2286,2417,2558,2651,2788,2928,3059,3188,3321,3470,3607,3746,3877,4014
56,0.23878225588036606,0.24760275390289777,67.72033627583741,66.38622492185408,1.18,0.001,146,288,424,558,678,842,930,1121,1253,1370,1494,1645,1763,1872,2016,2142,2286,2417,2559,2651,2787,2927,3059,3187,3321,3469,3607,3746,3876,4014
57,0.24251886389270771,0.2514528617311419,67.55392449624041,66.21615438518383,1.2,0.001,146,288,425,558,677,842,929,1122,1253,1371,1495,1646,1764,1872,2016,2142,2285,2416,2559,2650,2787,2927,3059,3186,3320,3469,3608,3746,3876,4014
