epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,94.48791362027474,89.21399122597727,0.14,0.001,202,399,597,796,992,1190,1388,1588,1785,1983,2179,2377,2577,2772,2970,3168,3366,3564,3763,3960
1,0,0,86.40045188503068,80.96386515562051,0.16,0.001,202,399,597,797,992,1189,1387,1588,1786,1984,2178,2376,2578,2772,2970,3167,3365,3564,3763,3961
2,0,0,82.6768877827262,77.32395895779166,0.17,0.001,203,400,596,797,991,1189,1387,1589,1787,1985,2178,2375,2577,2771,2969,3167,3365,3563,3763,3961
3,0,0,82.07132651979465,77.00314205744301,0.19,0.001,203,400,596,798,991,1190,1387,1590,1788,1985,2177,2374,2577,2770,2968,3166,3364,3563,3764,3960
4,0,0,82.94562118773209,78.14512553276276,0.21,0.001,203,400,596,799,991,1190,1387,1591,1789,1986,2177,2373,2576,2769,2968,3166,3363,3562,3764,3960
5,0,0,83.59779195835557,78.93438236123724,0.22,0.001,203,400,596,799,990,1190,1388,1591,1790,1986,2177,2373,2576,2768,2967,3165,3363,3562,3764,3960
6,0,0,83.5174301137942,78.90044223675967,0.24,0.001,203,401,595,800,990,1191,1388,1591,1790,1987,2176,2373,2575,2767,2967,3164,3362,3562,3764,3960
7,0,0,82.50473767173162,77.79636190581954,0.26,0.001,204,401,596,800,991,1191,1389,1591,1790,1987,2176,2372,2574,2766,2967,3164,3361,3562,3764,3960
8,0,0,81.10245316977934,76.22970400990351,0.27,0.001,204,401,596,801,991,1192,1390,1591,1790,1988,2176,2372,2573,2765,2967,3163,3361,3562,3764,3960
9,0,0,79.82831614529866,74.77900056687874,0.29,0.001,204,401,596,802,991,1193,1390,1590,1790,1989,2176,2373,2572,2764,2967,3162,3360,3562,3764,3959
10,0,0,78.81012089985651,73.5947186772767,0.31,0.001,204,402,596,802,991,1193,1391,1590,1789,1989,2176,2373,2571,2763,2967,3162,3359,3562,3763,3959
11,0,0,78.07963057633854,72.72233889403414,0.32,0.001,204,402,596,803,992,1194,1392,1589,1789,1990,2175,2373,2570,2762,2967,3161,3359,3562,3763,3959
12,0,0,77.54028061070903,72.07338111692138,0.34,0.001,205,402,596,803,992,1195,1393,1589,1789,1990,2175,2372,2569,2762,2968,3160,3358,3562,3763,3959
13,0.005062532757766469,0.006728203394650523,77.12854846476272,71.58315408822631,0.36,0.001,205,402,596,804,993,1196,1393,1588,1789,1991,2175,2372,2568,2761,2968,3160,3357,3562,3763,3959
14,0.014156353423235846,0.01785890812839419,76.77525604910902,71.18093898101338,0.37,0.001,205,403,596,804,993,1197,1394,1588,1788,1991,2175,2372,2567,2760,2968,3159,3357,3562,3763,3958
15,0.02350796041516745,0.028576681239674273,76.41025040652268,70.79148656662396,0.39,0.001,205,403,596,805,994,1198,1395,1588,1788,1991,2175,2372,2566,2759,2968,3158,3356,3562,3763,3958
16,0.03420762118867848,0.04029357474223949,75.99047470633244,70.36326292555832,0.4,0.001,205,404,596,806,995,1199,1395,1587,1788,1992,2175,2371,2566,2758,2968,3158,3355,3562,3762,3958
17,0.046161721456189686,0.052988030658238316,75.51872698212014,69.89635532902449,0.42,0.001,206,404,596,806,995,1199,1396,1587,1788,1992,2174,2371,2565,2757,2968,3157,3355,3562,3762,3958
18,0.05833444074140415,0.06560299122306112,75.03529768340698,69.42925454531937,0.43,0.001,206,404,595,807,996,1200,1397,1587,1788,1992,2174,2370,2564,2756,2968,3157,3354,3562,3762,3958
19,0.06949187348191721,0.07688270411264464,74.58943941776376,69.0089158641838,0.45,0.001,206,405,595,807,996,1201,1398,1587,1788,1992,2174,2370,2563,2755,2969,3156,3353,3562,3762,3957
20,0.07891564676404117,0.08617539290380483,74.21077588741746,68.6606948379129,0.47,0.001,206,405,595,808,997,1202,1398,1587,1788,1992,2174,2369,2563,2754,2969,3156,3353,3561,3762,3957
21,0.08702644050980579,0.09420248568337608,73.88331435868994,68.35846963686176,0.48,0.001,206,405,595,808,998,1203,1399,1587,1789,1992,2174,2369,2562,2753,2969,3155,3352,3561,3762,3957
22,0.09524379998226218,0.10279979034619191,73.55006333380176,68.0332883249994,0.5,0.001,207,406,595,809,998,1204,1400,1587,1789,1992,2174,2368,2561,2752,2969,3154,3351,3561,3762,3957
23,0.1049537731452661,0.11374488906092617,73.15432438196152,67.61704262332833,0.52,0.001,207,406,594,809,999,1205,1400,1587,1789,1992,2173,2368,2561,2752,2969,3154,3351,3561,3761,3957
24,0.11611626384163898,0.12686498014831304,72.69672259849477,67.11467346662167,0.53,0.001,207,407,594,810,999,1206,1401,1587,1789,1992,2173,2367,2560,2751,2970,3153,3350,3560,3761,3956
25,0.12769440279909794,0.14076098229732115,72.21902044518812,66.5784605277863,0.55,0.001,207,407,594,810,1000,1207,1402,1587,1789,1991,2173,2366,2560,2750,2970,3153,3350,3560,3761,3956
26,0.13838862592703816,0.15372466861198264,71.77496095109527,66.07431008436637,0.56,0.001,207,407,594,811,1001,1208,1402,1586,1789,1991,2173,2366,2559,2749,2970,3152,3349,3560,3761,3956
27,0.1477098875911037,0.16505693546206868,71.38566100875056,65.63042388300185,0.58,0.001,208,408,594,811,1001,1209,1403,1586,1789,1991,2173,2365,2559,2748,2971,3152,3348,3559,3761,3956
28,0.15602361150518318,0.17493810169973867,71.0366460224932,65.24091471710831,0.6,0.001,208,408,594,812,1002,1209,1403,1586,1789,1990,2173,2365,2559,2747,2971,3151,3348,3559,3761,3956
29,0.16420423137629503,0.18425883797175013,70.69152356475456,64.87135331152534,0.62,0.001,208,409,594,812,1003,1210,1404,1587,1789,1990,2173,2364,2559,2746,2971,3151,3347,3559,3761,3955
30,0.1728525164172302,0.19357522082590362,70.32483572345726,64.49985237991828,0.64,0.001,208,409,593,812,1003,1211,1404,1587,1789,1990,2173,2364,2559,2745,2971,3150,3346,3558,3760,3955
31,0.18171021381946517,0.2023972683507621,69.94728064987588,64.1460773413406,0.66,0.001,208,410,593,813,1004,1212,1405,1587,1790,1989,2172,2363,2559,2744,2972,3149,3346,3558,3760,3955
32,0.1895610646230399,0.2096387004607907,69.61092696081377,63.85422125643398,0.68,0.001,209,410,593,813,1005,1213,1405,1587,1790,1989,2172,2362,2559,2743,2972,3149,3345,3558,3760,3955
33,0.19571870375884493,0.21495818135337852,69.34597506569865,63.63897347783432,0.7,0.001,209,410,592,813,1005,1214,1406,1587,1790,1988,2172,2362,2559,2742,2972,3148,3344,3557,3760,3955
34,0.20108782723516172,0.2197316036104856,69.11411744693518,63.44520234952265,0.73,0.001,209,411,592,814,1006,1215,1406,1587,1790,1988,2172,2361,2560,2741,2972,3148,3344,3557,3760,3955
35,0.207190697439113,0.22597186181116857,68.84963306115908,63.19098886881539,0.75,0.001,209,411,591,814,1007,1216,1406,1588,1790,1987,2172,2361,2560,2740,2972,3147,3343,3556,3760,3954
36,0.2141162517036287,0.2337529048123259,68.54825512914242,62.872567283330135,0.77,0.001,209,412,591,814,1007,1217,1407,1588,1791,1987,2172,2360,2561,2739,2972,3147,3342,3556,3760,3954
37,0.22057736584688592,0.24134401902086344,68.26589143630771,62.560357574455644,0.79,0.001,210,412,591,815,1008,1217,1407,1588,1791,1986,2172,2360,2562,2738,2973,3146,3342,3556,3759,3954
38,0.22608781898461072,0.24769066848989607,68.02414768278064,62.29812906312376,0.81,0.001,210,412,590,815,1009,1218,1407,1589,1791,1985,2172,2359,2562,2737,2973,3146,3341,3555,3759,3954
39,0.23169382296611896,0.25362358364033355,67.77732382589328,62.05198999944019,0.83,0.001,210,413,590,815,1009,1219,1408,1589,1792,1985,2172,2358,2563,2736,2973,3145,3340,3555,3759,3953
40,0.23814728630353754,0.2599414032505081,67.4920749109201,61.788807153505765,0.86,0.001,210,413,589,815,1010,1220,1408,1590,1792,1984,2172,2358,2564,2735,2973,3145,3340,3554,3759,3953
