epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,153.03935742767283,152.37126995024357,0.15,0.001,164,324,483,643,804,962,1122,1283,1441,1603,1763,1920,2080,2242,2400,2559,2721,2879,3041,3200,3359,3520,3678,3838,3998
1,0,0,135.10302058753166,134.37585028800748,0.16,0.001,164,324,483,643,804,961,1121,1284,1440,1604,1763,1919,2079,2242,2399,2558,2722,2878,3041,3201,3358,3520,3678,3838,3998
2,0,0,118.53923318752952,117.72266136984841,0.18,0.001,164,325,482,643,805,961,1120,1285,1439,1605,1764,1918,2078,2242,2399,2558,2722,2877,3042,3202,3358,3521,3677,3837,3998
3,0,0,103.54221002959373,102.62631317673845,0.2,0.001,165,325,482,644,806,960,1119,1285,1439,1606,1764,1918,2077,2242,2399,2557,2722,2876,3042,3202,3357,3521,3677,3837,3997
4,0,0,91.4957254380635,90.49564313148589,0.22,0.001,165,325,482,644,806,959,1119,1286,1438,1606,1765,1917,2076,2242,2399,2556,2723,2876,3042,3203,3357,3521,3677,3837,3997
5,0,0,84.2624104129104,83.21093126525655,0.24,0.001,165,325,481,645,807,959,1118,1287,1437,1607,1766,1916,2076,2242,2400,2555,2723,2875,3042,3204,3356,3522,3676,3837,3997
6,0,0,82.43224312749987,81.37971916519649,0.26,0.001,165,326,481,645,807,958,1118,1288,1437,1608,1766,1915,2075,2242,2400,2555,2723,2874,3042,3205,3356,3522,3676,3836,3997
7,0,0,85.01726616914355,84.01043636339922,0.28,0.001,165,326,481,646,808,958,1117,1288,1436,1608,1767,1914,2074,2242,2400,2554,2723,2874,3042,3205,3355,3522,3676,3836,3997
8,0,0,89.06114856430806,88.09428210197584,0.29,0.001,165,326,481,646,809,957,1117,1289,1436,1609,1768,1914,2074,2242,2401,2553,2723,2874,3041,3205,3355,3522,3675,3836,3997
9,0,0,91.89817416065729,90.95361218946996,0.31,0.001,166,326,481,647,809,957,1117,1290,1436,1609,1768,1913,2074,2242,2401,2553,2723,2873,3041,3205,3354,3522,3675,3836,3996
10,0,0,92.86653519635047,91.92644180607122,0.33,0.001,166,326,480,647,810,957,1117,1290,1435,1609,1769,1913,2074,2242,2401,2552,2724,2872,3040,3205,3353,3522,3675,3836,3996
11,0,0,92.113206292244,91.15673208648663,0.35,0.001,166,326,480,647,810,957,1117,1290,1435,1609,1769,1913,2074,2242,2400,2552,2724,2872,3040,3204,3353,3522,3674,3836,3996
12,0,0,90.0873924655942,89.10009075121641,0.36,0.001,166,326,480,647,811,957,1117,1290,1435,1609,1769,1913,2074,2243,2400,2552,2724,2871,3039,3204,3352,3522,3674,3836,3996
13,0,0,87.43084599860195,86.40184776308317,0.38,0.001,166,326,480,648,811,957,1117,1290,1435,1610,1769,1913,2074,2243,2401,2552,2724,2870,3038,3203,3352,3522,3673,3836,3996
14,0,0,85.01850097368514,83.94797612398109,0.4,0.001,166,326,480,648,812,957,1118,1290,1435,1610,1769,1914,2074,2243,2401,2551,2724,2869,3037,3203,3351,3522,3673,3836,3995
15,0,0,83.12078819216947,82.0168588566933,0.42,0.001,167,326,480,648,813,957,1118,1290,1435,1610,1768,1914,2074,2243,2401,2551,2724,2869,3036,3202,3350,3522,3672,3836,3995
16,0,0,81.74863817673051,80.61475831268429,0.44,0.001,167,326,480,648,813,957,1118,1290,1435,1610,1768,1915,2074,2243,2401,2551,2725,2868,3036,3201,3350,3522,3672,3836,3995
17,0,0,80.91019990840925,79.74876321533144,0.45,0.001,167,326,480,648,814,958,1118,1289,1435,1610,1768,1915,2074,2243,2401,2551,2725,2867,3035,3201,3349,3522,3671,3836,3995
18,0,0,80.49945106082245,79.32104465398827,0.47,0.001,167,326,480,648,814,958,1119,1289,1435,1610,1767,1915,2074,2242,2401,2551,2725,2866,3034,3200,3349,3522,3671,3836,3995
19,0,0,80.36706560759202,79.17303908015342,0.49,0.001,167,326,480,648,815,958,1119,1289,1435,1611,1767,1916,2074,2242,2400,2551,2725,2866,3033,3200,3348,3522,3671,3836,3994
20,0,0,80.37311367829263,79.16641207470028,0.51,0.001,167,326,480,648,815,958,1120,1289,1434,1611,1767,1916,2074,2242,2400,2551,2725,2865,3033,3199,3347,3522,3670,3836,3994
21,0,0,80.39704936672116,79.18034695396327,0.52,0.001,167,326,480,648,816,958,1120,1289,1434,1611,1766,1916,2074,2242,2400,2550,2725,2865,3032,3199,3347,3522,3670,3836,3994
22,0,0,80.34955674757173,79.1207696588339,0.54,0.001,168,326,480,648,816,958,1120,1289,1434,1611,1766,1916,2074,2242,2400,2550,2725,2864,3031,3198,3346,3522,3669,3836,3994
23,0,0,80.1794008965208,78.93578345817726,0.56,0.001,168,326,480,648,817,958,1121,1289,1434,1611,1766,1916,2074,2242,2400,2550,2725,2864,3030,3198,3345,3522,3669,3836,3994
24,0,0,79.87480438160709,78.61631758499631,0.58,0.001,168,326,480,648,818,958,1121,1289,1435,1611,1765,1916,2074,2242,2400,2550,2725,2863,3030,3197,3345,3521,3669,3836,3994
25,0,0,79.45242287054562,78.17876587407702,0.6,0.001,168,326,480,648,818,957,1122,1290,1435,1611,1765,1916,2074,2242,2399,2550,2725,2863,3029,3197,3344,3521,3668,3836,3993
26,0,0,78.95055686749461,77.66113226604251,0.61,0.001,168,326,481,648,819,957,1123,1290,1435,1611,1764,1916,2075,2242,2399,2549,2725,2863,3028,3197,3344,3521,3668,3836,3993
27,0,0,78.41652794831425,77.10981984420823,0.63,0.001,168,326,481,648,819,957,1123,1290,1435,1612,1764,1915,2075,2242,2399,2549,2725,2863,3027,3196,3343,3521,3667,3836,3993
28,0,0,77.9008565872754,76.57627745934931,0.65,0.001,169,327,481,648,820,957,1124,1290,1435,1612,1764,1915,2075,2242,2399,2549,2725,2862,3027,3196,3342,3521,3667,3835,3993
29,0,0,77.45331255020666,76.11283769838042,0.67,0.001,169,327,481,648,820,956,1124,1291,1435,1612,1763,1915,2075,2242,2399,2549,2724,2862,3026,3196,3342,3520,3667,3835,3993
30,0,0,77.10096363697409,75.74493653146888,0.68,0.001,169,327,481,648,821,956,1125,1291,1435,1612,1763,1914,2075,2242,2399,2549,2724,2862,3025,3195,3341,3520,3666,3835,3992
31,0,0,76.80897825531206,75.43769417953467,0.7,0.001,169,327,481,648,822,955,1125,1291,1435,1612,1763,1914,2075,2242,2399,2548,2724,2862,3024,3195,3341,3520,3666,3835,3992
32,0,0,76.51238474607395,75.12549396676204,0.72,0.001,169,327,481,648,822,955,1126,1292,1435,1612,1763,1914,2075,2242,2400,2548,2724,2862,3024,3195,3340,3520,3665,3835,3992
33,0,0,76.15134498976364,74.74542079410283,0.74,0.001,169,327,481,648,823,954,1127,1292,1435,1612,1762,1914,2076,2242,2400,2548,2724,2862,3023,3194,3339,3520,3665,3835,3992
34,0.0047576416396487575,0.005778591457166082,75.69604101272404,74.26745441413924,0.75,0.001,170,327,481,648,823,954,1127,1292,1435,1612,1762,1914,2076,2242,2400,2548,2724,2861,3022,3194,3339,3519,3665,3835,3992
35,0.01891613159909422,0.020821373949640676,75.15568476918429,73.70347446652363,0.77,0.001,170,327,481,648,824,954,1128,1293,1435,1612,1762,1914,2076,2242,2400,2548,2724,2861,3022,3194,3338,3519,3664,3835,3991
36,0.03412572108500567,0.03705223047953565,74.57084574521232,73.0900624337023,0.79,0.001,170,327,481,649,824,953,1129,1293,1435,1612,1763,1914,2076,2242,2400,2548,2724,2861,3021,3193,3338,3519,3664,3835,3991
37,0.049332870191891365,0.05320875738236608,73.98147928599259,72.47431522399849,0.81,0.001,170,327,482,649,825,953,1129,1293,1435,1612,1763,1915,2077,2242,2401,2548,2724,2861,3020,3193,3337,3518,3663,3835,3991
38,0.06359044990126705,0.06837975889752046,73.42461655607232,71.89131608285524,0.83,0.001,170,327,482,649,825,952,1130,1294,1436,1612,1763,1915,2077,2242,2401,2548,2724,2861,3020,3193,3336,3518,3663,3835,3991
39,0.07616083139266816,0.08190503579581787,72.93012227039661,71.36754626688695,0.84,0.001,170,328,482,649,826,952,1131,1294,1436,1612,1763,1915,2077,2242,2401,2548,2724,2861,3019,3193,3336,3518,3662,3835,3991
40,0.08701009420071348,0.09358052681120355,72.50061960942126,70.91230279366198,0.86,0.001,171,328,482,649,826,951,1131,1294,1436,1612,1763,1915,2077,2242,2401,2548,2724,2860,3018,3192,3335,3517,3662,3835,3991
41,0.09676373335054744,0.10411510847212757,72.11231880502457,70.49902343073626,0.88,0.001,171,328,482,648,827,951,1132,1295,1436,1612,1763,1915,2078,2242,2402,2548,2724,2860,3018,3192,3334,3517,3662,3835,3990
