epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,97.51856794349474,90.79816430206616,0.15,0.001,138,272,407,540,675,809,943,1077,1211,1345,1479,1611,1745,1879,2015,2147,2281,2417,2549,2683,2817,2951,3085,3219,3353,3487,3622,3756,3890,4024
1,0,0,86.93756739752959,79.74992958950654,0.17,0.001,138,273,407,540,675,809,944,1078,1212,1346,1480,1610,1745,1878,2016,2146,2281,2418,2548,2682,2816,2950,3084,3219,3353,3487,3621,3755,3889,4024
2,0,0,80.91172369471559,73.55369796533006,0.18,0.001,139,273,407,540,676,810,944,1078,1213,1347,1481,1610,1744,1877,2017,2145,2282,2419,2547,2682,2816,2949,3084,3218,3352,3486,3621,3755,3889,4024
3,0,0,79.27396990618989,72.13677194876064,0.2,0.001,139,273,408,540,676,811,945,1079,1214,1348,1482,1609,1744,1876,2018,2145,2282,2420,2547,2681,2815,2949,3083,3217,3351,3486,3620,3755,3889,4023
4,0,0,80.88356673136701,74.20555803812812,0.22,0.001,139,273,408,540,677,811,946,1080,1214,1348,1482,1609,1744,1876,2018,2144,2283,2421,2546,2680,2815,2948,3083,3217,3351,3486,3620,3754,3889,4023
5,0,0,83.23830682237745,76.94513442016655,0.24,0.001,139,274,408,541,677,812,946,1081,1215,1349,1483,1609,1744,1875,2019,2144,2283,2421,2546,2679,2814,2948,3082,3216,3350,3485,3619,3754,3888,4023
6,0,0,84.4889652789419,78.37431468998629,0.26,0.001,139,274,409,541,678,813,947,1081,1216,1349,1483,1610,1744,1875,2019,2143,2283,2421,2545,2679,2814,2947,3081,3215,3350,3485,3619,3754,3888,4023
7,0,0,84.33436521519563,78.21223254908723,0.28,0.001,139,274,409,542,678,813,948,1082,1217,1350,1484,1610,1743,1874,2020,2143,2282,2421,2545,2678,2813,2947,3081,3215,3349,3484,3618,3754,3888,4023
8,0,0,83.28089235382868,77.03074289893938,0.3,0.001,139,274,409,542,679,814,948,1082,1218,1350,1484,1610,1743,1874,2021,2143,2282,2420,2544,2677,2812,2947,3081,3215,3348,3484,3618,3753,3888,4023
9,0,0,81.73221088943453,75.27818201510979,0.32,0.001,140,275,409,542,679,814,949,1083,1219,1350,1484,1611,1743,1873,2021,2143,2282,2420,2544,2677,2811,2947,3080,3215,3348,3484,3618,3753,3888,4022
10,0,0,80.133497623692,73.44240342672447,0.33,0.001,140,275,410,543,680,815,950,1083,1220,1351,1484,1611,1742,1873,2022,2143,2282,2420,2544,2676,2811,2947,3080,3215,3347,3484,3617,3753,3888,4022
11,0,0,78.82222010837108,71.90185300007052,0.35,0.001,140,275,410,543,680,815,950,1084,1220,1351,1484,1611,1742,1873,2022,2143,2282,2421,2544,2675,2810,2947,3079,3215,3346,3483,3617,3753,3888,4022
12,0,0,77.98292393711107,70.85877377087823,0.37,0.001,140,275,410,544,681,816,951,1085,1221,1351,1484,1612,1742,1872,2023,2143,2282,2421,2544,2675,2809,2948,3079,3215,3346,3483,3616,3752,3887,4022
13,0,0,77.65856699259747,70.39915840339464,0.39,0.001,140,276,410,544,681,816,951,1085,1222,1352,1485,1612,1742,1872,2023,2143,2282,2421,2543,2674,2808,2948,3079,3214,3345,3483,3616,3752,3887,4022
14,0,0,77.64076178545004,70.2940218775306,0.41,0.001,140,276,410,545,682,817,952,1086,1223,1352,1485,1613,1742,1872,2023,2143,2282,2421,2543,2673,2808,2948,3078,3214,3344,3483,3615,3752,3887,4021
15,0,0,77.76094238212555,70.36321434950048,0.43,0.001,140,276,411,545,682,818,952,1086,1224,1352,1485,1613,1742,1871,2023,2143,2283,2421,2543,2673,2807,2948,3078,3214,3344,3482,3615,3752,3887,4021
16,0,0,77.85876824718427,70.43648443700005,0.44,0.001,140,277,411,546,683,818,953,1087,1225,1353,1485,1614,1742,1871,2023,2143,2283,2422,2543,2672,2806,2947,3078,3213,3343,3482,3614,3751,3887,4021
17,0,0,77.81656302143362,70.38109501248364,0.46,0.001,141,277,411,546,683,819,953,1088,1226,1353,1485,1614,1742,1871,2023,2142,2283,2422,2543,2671,2806,2947,3077,3213,3342,3482,3614,3751,3887,4021
18,0,0,77.5783720413992,70.13405829418757,0.48,0.001,141,277,412,547,684,819,954,1089,1227,1353,1485,1615,1742,1871,2023,2142,2283,2422,2543,2671,2805,2947,3077,3212,3342,3481,3614,3751,3886,4021
19,0,0,77.15106364201176,69.70591124503,0.5,0.001,141,277,412,547,684,820,954,1089,1228,1354,1485,1615,1742,1871,2022,2142,2284,2422,2544,2670,2805,2947,3076,3212,3341,3481,3613,3751,3886,4021
20,0.005851931525790999,0.012787842312875441,76.60529416267521,69.17147087356535,0.52,0.001,141,278,412,547,684,821,954,1090,1229,1354,1485,1616,1743,1870,2022,2142,2284,2423,2544,2669,2804,2947,3076,3211,3341,3481,3613,3751,3886,4020
21,0.019915383373760087,0.027412601728142527,76.06152423367547,68.65720299748236,0.54,0.001,141,278,413,548,685,821,954,1091,1229,1355,1486,1616,1743,1870,2022,2141,2284,2423,2545,2669,2803,2946,3075,3211,3340,3480,3613,3750,3886,4020
22,0.031011756294004766,0.03809414278712708,75.62971963578538,68.2791439892611,0.55,0.001,141,278,413,548,685,822,954,1092,1230,1355,1486,1617,1743,1870,2022,2141,2285,2423,2545,2668,2803,2946,3075,3210,3339,3480,3612,3750,3885,4020
23,0.03786712256788749,0.04348277709722481,75.36171239636543,68.08761875792838,0.57,0.001,141,278,413,549,685,822,954,1093,1231,1356,1486,1618,1743,1869,2021,2141,2285,2423,2545,2667,2802,2946,3074,3209,3339,3480,3612,3750,3885,4020
24,0.041192701758687056,0.04483327311179375,75.23136189449185,68.03953928599164,0.59,0.001,142,279,414,549,686,823,954,1094,1232,1356,1486,1619,1744,1869,2021,2141,2285,2424,2546,2667,2802,2945,3074,3209,3338,3479,3611,3750,3885,4020
25,0.04372771004175102,0.04575974120096382,75.1318405007574,68.00653044813969,0.61,0.001,142,279,414,550,686,824,954,1094,1233,1357,1486,1619,1744,1869,2021,2140,2286,2424,2546,2666,2801,2945,3073,3208,3337,3479,3611,3750,3885,4020
