epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,93.70120084109115,97.2146063485318,0.14,0.001,202,399,597,796,992,1190,1388,1588,1785,1983,2179,2377,2577,2772,2970,3168,3366,3564,3763,3960
1,0,0,85.57584412470759,89.21748576162074,0.16,0.001,202,399,597,797,992,1189,1387,1588,1786,1984,2178,2376,2578,2772,2970,3167,3365,3564,3763,3961
2,0,0,81.8577868356151,85.4299300550969,0.18,0.001,203,400,596,797,991,1189,1387,1589,1787,1985,2178,2375,2577,2771,2969,3167,3365,3563,3763,3961
3,0,0,81.28944355088488,84.65924920859209,0.19,0.001,203,400,596,798,991,1190,1387,1590,1788,1985,2177,2374,2577,2770,2968,3166,3364,3563,3764,3960
4,0,0,82.19332797777749,85.31923336523396,0.21,0.001,203,400,596,799,991,1190,1387,1591,1789,1986,2177,2373,2576,2769,2968,3166,3363,3562,3764,3960
5,0,0,82.85322701357202,85.8024222505548,0.23,0.001,203,400,596,799,990,1190,1388,1591,1790,1986,2177,2373,2576,2768,2967,3165,3363,3562,3764,3960
6,0,0,82.7638418370305,85.64027578153576,0.24,0.001,203,401,595,800,990,1191,1388,1591,1790,1987,2176,2373,2575,2767,2967,3164,3362,3562,3764,3960
7,0,0,81.73583712370296,84.6415436884793,0.26,0.001,204,401,596,800,991,1192,1389,1591,1790,1987,2176,2372,2574,2766,2967,3164,3361,3562,3764,3960
8,0,0,80.3313845745002,83.31236227014122,0.27,0.001,204,401,596,801,991,1192,1390,1591,1790,1988,2176,2372,2573,2765,2967,3163,3361,3562,3764,3960
9,0,0,79.05217941532352,82.11074719357691,0.29,0.001,204,401,596,802,991,1193,1390,1590,1790,1989,2176,2373,2572,2764,2967,3162,3360,3562,3764,3959
10,0,0,78.03860535517822,81.17858640445151,0.31,0.001,204,402,596,802,991,1194,1391,1590,1789,1989,2176,2373,2571,2763,2967,3162,3359,3562,3763,3959
11,0,0,77.31297051695951,80.51546884081499,0.32,0.001,204,402,596,803,992,1195,1392,1589,1789,1990,2176,2373,2570,2762,2967,3161,3359,3562,3763,3959
12,0,0,76.7752496892309,80.02110317363164,0.34,0.001,205,402,596,803,992,1195,1393,1589,1789,1990,2175,2373,2569,2762,2968,3160,3358,3562,3763,3959
13,0.005608972099189535,0.002319735231583908,76.36846586206246,79.6369232880154,0.35,0.001,205,402,596,804,993,1196,1393,1588,1789,1991,2175,2372,2568,2761,2968,3160,3357,3562,3763,3959
14,0.014704083528090162,0.010918491345068171,76.01841432446648,79.29299405527578,0.37,0.001,205,403,596,804,993,1197,1394,1588,1789,1991,2175,2372,2567,2760,2968,3159,3357,3562,3763,3958
15,0.02409623066565192,0.020188916138711877,75.65523026987294,78.92052160540217,0.39,0.001,205,403,596,805,994,1198,1395,1588,1788,1991,2175,2372,2567,2759,2968,3158,3356,3562,3763,3958
16,0.03483649611866413,0.03113778758773289,75.23776764157414,78.47833536138333,0.4,0.001,205,404,596,806,995,1199,1395,1587,1788,1992,2175,2371,2566,2758,2968,3158,3355,3562,3762,3958
17,0.04679463800510786,0.043510839213267816,74.7702241923966,77.97561655635529,0.42,0.001,206,404,596,806,995,1200,1396,1587,1788,1992,2174,2371,2565,2757,2968,3157,3355,3562,3762,3958
18,0.0588687146496073,0.056227710137090825,74.29516789574036,77.45552214113755,0.43,0.001,206,404,595,807,996,1201,1397,1587,1789,1992,2174,2370,2564,2756,2968,3157,3354,3562,3762,3958
19,0.06982696004960454,0.0680408876917693,73.8613665243458,76.96924164987108,0.45,0.001,206,405,595,807,996,1201,1398,1587,1789,1992,2174,2370,2563,2755,2969,3156,3353,3561,3762,3957
20,0.07909924431172421,0.07830839528658307,73.49230335445849,76.5440794166995,0.47,0.001,206,405,595,808,997,1202,1398,1587,1789,1992,2174,2369,2563,2754,2969,3156,3353,3561,3762,3957
21,0.08729194335354706,0.08743740403061118,73.16466605797501,76.1640653047748,0.48,0.001,206,405,595,808,998,1203,1399,1587,1789,1992,2174,2369,2562,2753,2969,3155,3352,3561,3762,3957
22,0.09584369093681966,0.09665923468652027,72.82109324291795,75.77825380674854,0.5,0.001,207,406,595,809,998,1204,1400,1587,1789,1992,2174,2368,2561,2752,2969,3154,3351,3561,3762,3957
23,0.10572563489799336,0.10685216063491487,72.42205535306562,75.34951761416592,0.51,0.001,207,406,594,809,999,1205,1400,1587,1789,1992,2174,2368,2561,2752,2969,3154,3351,3560,3761,3957
24,0.11685312561909034,0.11797458214386525,71.97006959819304,74.87888006432455,0.53,0.001,207,407,594,810,1000,1206,1401,1587,1789,1992,2173,2367,2560,2751,2970,3153,3350,3560,3761,3956
25,0.12834887003195083,0.1292552346327348,71.50012633839363,74.39850600188488,0.55,0.001,207,407,594,810,1000,1207,1402,1586,1789,1991,2173,2367,2560,2750,2970,3153,3350,3560,3761,3956
26,0.1389333490238306,0.1396273906309623,71.06468842826408,73.95406751195299,0.56,0.001,207,407,594,811,1001,1208,1402,1586,1789,1991,2173,2366,2559,2749,2970,3152,3349,3559,3761,3956
27,0.1481222424368971,0.1487500338010288,70.68448476659323,73.56095341407355,0.58,0.001,208,408,594,811,1001,1209,1403,1586,1790,1991,2173,2366,2559,2748,2971,3152,3348,3559,3761,3956
28,0.15639531462405876,0.157183538215229,70.34041459773499,73.19564896456448,0.59,0.001,208,408,594,812,1002,1210,1403,1587,1790,1990,2173,2365,2559,2747,2971,3151,3348,3559,3761,3956
29,0.16458620195212526,0.16586408685489373,69.99810614067533,72.81774055711801,0.61,0.001,208,409,594,812,1003,1210,1404,1587,1790,1990,2173,2365,2559,2746,2971,3151,3347,3558,3761,3955
