epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.29906114037096404,0.2839506172839506,7.076424562435513e-05,0.0,0.01,0.01,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
1,0.29906114037096404,0.2839506172839506,0.0,0.0,0.02,0.01,8,17,25,33,41,48,57,65,72,82,90,97,105,113,121
2,0.2999771009846577,0.2839506172839506,0.0012075361929796413,0.0,0.03,0.01,8,17,25,33,41,48,58,65,72,82,90,97,105,113,121
3,0.3750858713075338,0.38271604938271603,0.0,0.0,0.04,0.01,9,17,25,33,42,48,58,65,72,82,90,96,105,113,121
4,0.3750858713075338,0.38271604938271603,0.0,0.0,0.05,0.01,9,17,25,34,42,48,58,65,73,83,90,96,104,113,121
5,0.42065491183879095,0.4588477366255144,0.13388176071954105,0.186204349819182,0.06,0.01,9,17,25,34,42,48,59,65,73,83,91,96,104,113,121
6,0.5074421799862606,0.5308641975308642,0.29386996132281085,0.31838984301953643,0.08,0.01,9,17,25,34,42,48,59,64,73,83,91,96,104,112,121
7,0.43599725211815893,0.44650205761316875,0.225655539306873,0.24445189329141426,0.09,0.01,9,17,25,34,43,48,59,64,73,82,91,95,104,112,121
8,0.5397297916189604,0.5596707818930041,0.34858760349297224,0.3740618812328099,0.1,0.01,9,18,25,35,43,48,60,64,73,82,90,95,104,112,121
9,0.442866956720861,0.48148148148148145,0.18955662693464925,0.23653500897666058,0.11,0.01,9,18,25,35,43,48,60,64,74,82,90,95,105,112,121
10,0.4497366613235631,0.49176954732510286,0.20535130596148898,0.25642963330029733,0.12,0.01,9,18,24,35,43,48,60,63,74,82,90,95,105,112,121
11,0.5411037325395008,0.5534979423868313,0.3492309013647872,0.3578161535463755,0.13,0.01,9,18,24,35,44,48,60,63,74,82,90,94,105,112,121
12,0.5488893977558965,0.5802469135802469,0.36626668174329535,0.40677803838973714,0.14,0.01,9,18,24,36,44,48,61,63,75,82,90,94,105,111,121
13,0.5514082894435539,0.551440329218107,0.36265283006048243,0.3563617807153965,0.15,0.01,9,18,24,36,44,48,61,62,75,82,89,94,105,111,120
14,0.5243874513395924,0.5390946502057613,0.31828079685663513,0.3305455797707483,0.16,0.01,9,18,24,36,44,48,61,62,75,83,89,93,105,111,120
15,0.5388138310052668,0.5411522633744856,0.340117325973775,0.33510429447852763,0.17,0.01,10,18,24,37,45,48,62,63,76,83,89,93,106,111,120
16,0.554843141744905,0.5493827160493827,0.36491219171832046,0.35224451044354643,0.18,0.01,10,18,24,37,45,48,62,63,76,83,89,93,106,111,120
17,0.5516372795969773,0.5370370370370371,0.35629823527140037,0.33111083924639095,0.19,0.01,10,18,24,37,45,48,62,63,76,83,89,93,106,111,120
18,0.5413327226929242,0.5349794238683128,0.3383003980137289,0.3208933076124053,0.21,0.01,10,18,24,37,45,48,63,76,83,89,92,106,110,120
19,0.5491183879093199,0.5432098765432098,0.3533278041526914,0.3387552477553397,0.22,0.01,10,18,24,38,46,48,63,76,84,89,92,106,110,120
20,0.5550721318983284,0.5432098765432098,0.3646489878284831,0.34462357100336516,0.23,0.01,10,18,24,38,46,48,63,77,84,89,92,106,110,120
21,0.5585069841996794,0.5534979423868313,0.3656509513718338,0.35633067838505905,0.25,0.01,10,18,24,38,46,48,63,77,84,89,91,106,110,120
22,0.5656056789558049,0.5432098765432098,0.37599177751070845,0.3439022165465657,0.26,0.01,10,18,24,38,46,48,64,63,76,84,89,91,107,110,120
23,0.5651476986489581,0.5534979423868313,0.37959886437171997,0.3609641708022032,0.28,0.01,10,18,24,38,46,48,64,63,76,84,89,91,107,109,120
24,0.5601099152736433,0.551440329218107,0.3714203998898843,0.3559000547145722,0.29,0.01,10,18,24,39,46,48,64,63,76,84,89,91,107,109,120
25,0.5601099152736433,0.5720164609053497,0.3718521876358091,0.3879574970484061,0.3,0.01,11,18,24,39,46,48,64,63,76,85,89,90,107,109,120
26,0.5511792992901305,0.5534979423868313,0.35887015557397706,0.35628353262163304,0.31,0.01,11,18,24,39,45,48,64,63,76,85,89,90,107,109,119
27,0.5740783146324708,0.5823045267489712,0.396231738927994,0.40733843547631343,0.32,0.01,11,18,23,39,45,48,64,76,85,89,90,107,109,119
28,0.5683535607968857,0.5761316872427984,0.3862255960440688,0.396444353346154,0.33,0.01,11,18,23,39,45,48,64,76,85,89,90,107,109,119
29,0.5683535607968857,0.5493827160493827,0.3860068582176064,0.35423315414578505,0.34,0.01,11,18,23,39,45,48,64,76,85,89,90,107,109,119
30,0.5738493244790474,0.5679012345679012,0.3941806210840092,0.3812858052196054,0.35,0.01,11,18,23,39,45,48,64,76,85,89,90,107,109,119
31,0.573620334325624,0.5823045267489712,0.394971255131099,0.4069608078865111,0.36,0.01,11,18,23,39,45,48,64,76,85,90,107,109,119
32,0.5910235859858026,0.5925925925925926,0.4238326635541635,0.42609380218521886,0.37,0.01,11,18,23,39,44,48,64,75,86,90,107,109,119
33,0.5809480192351729,0.5699588477366255,0.4078216264581491,0.39027918675078477,0.38,0.01,11,18,23,40,44,48,64,75,86,90,89,107,109,119
34,0.5800320586214793,0.5740740740740741,0.4022254402433528,0.39056423179907196,0.39,0.01,12,18,23,39,44,48,64,75,86,90,107,109,118
35,0.585527822303641,0.5967078189300411,0.41549823302218647,0.43232081240055065,0.4,0.01,12,18,23,39,44,48,64,75,86,90,107,109,118
36,0.5944584382871536,0.5864197530864198,0.43355079566633914,0.42221565032235164,0.41,0.01,12,18,23,39,44,48,64,75,86,90,107,109,118
37,0.5841538813831005,0.5946502057613169,0.4149397350019173,0.4290842521422311,0.42,0.01,12,18,23,39,44,48,64,75,86,90,107,109,118
38,0.5907945958323793,0.5781893004115226,0.42047488386036946,0.40102804581116425,0.43,0.01,12,18,23,39,43,48,64,75,87,90,107,109,118
39,0.591252576139226,0.5864197530864198,0.42574844802950507,0.4194928599868074,0.44,0.01,12,18,23,39,43,48,64,75,87,90,107,109,118
40,0.5978932905885047,0.5925925925925926,0.438602445537288,0.4305024560572882,0.45,0.01,12,18,23,39,43,48,64,75,87,90,107,109,118
41,0.5894206549118388,0.5823045267489712,0.42287439695956985,0.4119659546061416,0.46,0.01,12,18,23,39,43,48,64,75,87,90,107,109,118
42,0.5894206549118388,0.602880658436214,0.42020664405012553,0.4392922258421258,0.47,0.01,13,18,23,39,43,48,64,75,87,90,107,109,117
43,0.5940004579803069,0.6049382716049383,0.43155904841697956,0.4475376253685569,0.48,0.01,13,18,23,39,43,48,64,75,88,90,107,109,117
44,0.5990382413556217,0.5946502057613169,0.44050733680372245,0.43394820858460437,0.49,0.01,13,18,23,38,43,48,63,64,75,88,90,107,109,117
45,0.5940004579803069,0.5946502057613169,0.42837406573672665,0.4305681115287624,0.5,0.01,13,17,23,38,43,48,63,64,75,88,90,107,109,117
46,0.591252576139226,0.602880658436214,0.4244808042138566,0.44166860122502194,0.51,0.01,13,17,23,38,43,48,63,64,75,88,90,107,109,117
47,0.5974353102816579,0.6131687242798354,0.43797089935508404,0.4603922680321044,0.52,0.01,13,17,23,38,43,48,63,64,75,88,90,107,109,117
48,0.6017861231967025,0.6069958847736625,0.44403921924621625,0.45172969812234587,0.53,0.01,13,17,23,38,43,48,63,64,75,88,90,107,109,117
49,0.5988092512021983,0.6008230452674898,0.43427368123418064,0.439186295503212,0.54,0.01,13,17,23,37,43,48,63,64,75,89,90,106,109,117
50,0.6006411724295855,0.6090534979423868,0.4391020032534235,0.45331833520809894,0.55,0.01,13,17,23,37,43,48,62,64,75,89,90,106,109,117
51,0.6033890542706664,0.6172839506172839,0.4479643603496848,0.4667720585632882,0.56,0.01,14,17,23,37,43,48,62,64,75,89,90,106,109,117
52,0.6045340050377834,0.6131687242798354,0.4455489880387875,0.45954962468723937,0.57,0.01,14,17,23,37,43,48,62,64,75,89,90,106,110,117
53,0.606594916418594,0.6111111111111112,0.4451144893748292,0.45478827593575266,0.58,0.01,14,17,23,37,43,48,62,64,75,89,90,106,110,117
54,0.6093427982596749,0.6213991769547325,0.456685679247369,0.47409402604123785,0.59,0.01,14,17,23,37,43,48,62,63,75,89,90,106,110,117
55,0.6104877490267918,0.6172839506172839,0.45504667113930986,0.46565625517225073,0.6,0.01,14,17,23,36,43,48,62,63,75,89,90,106,110,117
56,0.6120906801007556,0.6193415637860082,0.453427507032661,0.4666532207833809,0.61,0.01,14,17,23,36,43,48,63,75,90,106,110,117
57,0.6134646210212961,0.6275720164609053,0.4602848429465748,0.4807508411545953,0.62,0.01,14,17,23,36,43,48,63,75,90,106,110,117
58,0.6187313945500343,0.6131687242798354,0.4646986484534539,0.45946329689052956,0.63,0.01,14,17,23,36,43,48,63,75,90,106,110,117
59,0.6191893748568812,0.6255144032921811,0.4658188847112015,0.4767268510849759,0.64,0.01,14,17,23,36,43,48,63,75,90,106,110,117
60,0.6198763453171514,0.6131687242798354,0.4631491475113101,0.45629496509904977,0.65,0.01,14,17,23,35,43,48,63,75,90,106,110,117
61,0.6228532173116555,0.6316872427983539,0.4754908652722828,0.48873073057777416,0.66,0.01,14,17,23,35,43,48,63,62,76,90,106,110,117
62,0.6308678726814747,0.6275720164609053,0.47401506956878237,0.4718945301946941,0.68,0.01,14,17,23,35,43,48,63,62,76,90,106,110,117
63,0.6313258529883216,0.6440329218106996,0.4861714269343964,0.5051295181254746,0.69,0.01,14,17,23,35,43,48,63,62,76,90,106,110,117
