dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
ghisaconus,5,0,bsdr,0,0.647179,0.6628242074927954,0.5192198379991474,22-43-65-87-108
ghisaconus,5,1,bsdr,0,0.003147,0.6426512968299711,0.49935423817557745,22-43-65-87-108
ghisaconus,5,2,bsdr,0,0.003055,0.6628242074927954,0.5335860761674995,22-43-65-87-108
ghisaconus,5,3,bsdr,0,0.003014,0.6397694524495677,0.5049815687661915,22-43-65-87-108
ghisaconus,5,4,bsdr,0,0.003144,0.5734870317002881,0.4072757490420571,22-43-65-87-108
ghisaconus,5,5,bsdr,0,0.003004,0.6253602305475504,0.4804551631999632,22-43-65-87-108
ghisaconus,5,6,bsdr,0,0.00301,0.6080691642651297,0.4458951718955476,22-43-65-87-108
ghisaconus,5,7,bsdr,0,0.003012,0.6829971181556196,0.5461409495725378,22-43-65-87-108
ghisaconus,5,8,bsdr,0,0.002982,0.6887608069164265,0.5626867064973862,22-43-65-87-108
ghisaconus,5,9,bsdr,0,0.003008,0.5850144092219021,0.42624870823286254,22-43-65-87-108
ghisaconus,10,0,bsdr,0,0.003239,0.6858789625360231,0.5579204506936897,12-24-35-47-59-71-83-94-106-118
ghisaconus,10,1,bsdr,0,0.003291,0.6858789625360231,0.5636479003230273,12-24-35-47-59-71-83-94-106-118
ghisaconus,10,2,bsdr,0,0.003295,0.6887608069164265,0.5696420573948393,12-24-35-47-59-71-83-94-106-118
ghisaconus,10,3,bsdr,0,0.003316,0.69164265129683,0.5754162473698656,12-24-35-47-59-71-83-94-106-118
ghisaconus,10,4,bsdr,0,0.003109,0.6512968299711815,0.511324487895717,12-24-35-47-59-71-83-94-106-118
ghisaconus,10,5,bsdr,0,0.00343,0.659942363112392,0.5292968076423457,12-24-35-47-59-71-83-94-106-118
ghisaconus,10,6,bsdr,0,0.0031,0.6512968299711815,0.5107721706302506,12-24-35-47-59-71-83-94-106-118
ghisaconus,10,7,bsdr,0,0.003265,0.7262247838616714,0.6068105916030535,12-24-35-47-59-71-83-94-106-118
ghisaconus,10,8,bsdr,0,0.003256,0.7089337175792507,0.5961629313821513,12-24-35-47-59-71-83-94-106-118
ghisaconus,10,9,bsdr,0,0.003132,0.6974063400576369,0.5777561450474568,12-24-35-47-59-71-83-94-106-118
ghisaconus,15,0,bsdr,0,0.003935,0.7492795389048992,0.6465153856962204,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,15,1,bsdr,0,0.003593,0.7377521613832853,0.6361048689138578,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,15,2,bsdr,0,0.003337,0.6858789625360231,0.5655624727205899,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,15,3,bsdr,0,0.003303,0.7031700288184438,0.592332785838124,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,15,4,bsdr,0,0.003307,0.6570605187319885,0.5188978212746127,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,15,5,bsdr,0,0.003979,0.6829971181556196,0.5616170896979442,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,15,6,bsdr,0,0.003677,0.6714697406340058,0.5308475058706326,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,15,7,bsdr,0,0.003314,0.7319884726224783,0.6130436346631174,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,15,8,bsdr,0,0.003287,0.7319884726224783,0.6266054196653785,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,15,9,bsdr,0,0.003239,0.6974063400576369,0.5797141571789459,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,20,0,bsdr,0,0.003928,0.7636887608069164,0.6664947607773272,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,20,1,bsdr,0,0.003811,0.7550432276657061,0.6580091599513016,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,20,2,bsdr,0,0.003484,0.6945244956772334,0.5794516475726601,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,20,3,bsdr,0,0.003354,0.69164265129683,0.5772195716286537,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,20,4,bsdr,0,0.00344,0.6714697406340058,0.5407495123989969,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,20,5,bsdr,0,0.003387,0.7089337175792507,0.597364551261431,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,20,6,bsdr,0,0.004558,0.6685878962536023,0.5287942659440056,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,20,7,bsdr,0,0.003896,0.7406340057636888,0.626734554842411,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,20,8,bsdr,0,0.003514,0.7492795389048992,0.6518515101541869,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,20,9,bsdr,0,0.003388,0.6858789625360231,0.5665234084006647,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,25,0,bsdr,0,0.003449,0.7838616714697406,0.6952147842788214,5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125
ghisaconus,25,1,bsdr,0,0.003552,0.7665706051873199,0.6742274971603421,5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125
ghisaconus,25,2,bsdr,0,0.004134,0.723342939481268,0.6174420340618074,5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125
