epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.14106734128418263,0.12892741061755147,0.011538153214088798,0.008251076488842268,0.01,0.001,10,19,28,38,47,57,66,76,85,94,104,113,123,132,141,151,160,170,179,189
1,0.140946873870618,0.12892741061755147,0.006093572198681563,0.0042829310705718715,0.02,0.001,10,19,29,38,47,57,66,76,85,94,104,113,123,132,141,151,160,170,179,189
2,0.140946873870618,0.12892741061755147,0.0015625329698791823,0.0011306552955049343,0.02,0.001,10,19,29,38,47,57,66,76,85,95,104,113,123,132,141,151,160,170,179,189
3,0.140946873870618,0.12892741061755147,0.0001805418180049756,5.659355318565762e-05,0.03,0.001,10,19,29,38,47,57,66,76,85,95,104,113,123,132,141,151,160,170,179,189
4,0.140946873870618,0.12892741061755147,6.018785028438778e-05,0.0,0.04,0.001,10,19,29,38,47,57,66,76,85,94,104,113,123,132,141,151,160,170,179,189
5,0.140946873870618,0.12892741061755147,4.2992060945712396e-05,0.0,0.04,0.001,10,19,29,38,47,57,66,76,85,94,104,113,123,132,141,151,160,170,179,189
6,0.140946873870618,0.12892741061755147,3.439394449011868e-05,0.0,0.05,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,151,160,170,179,189
7,0.140946873870618,0.12892741061755147,0.0,0.0,0.06,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,151,160,170,179,188
8,0.14106734128418263,0.12892741061755147,0.0001267028225840905,0.0,0.06,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,151,160,170,179,188
9,0.14034453680279485,0.1267605633802817,-0.0014600443029388899,-0.0035261235303323257,0.07,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,151,160,170,179,188
10,0.19853029755451151,0.20368364030335862,0.03568815592423802,0.04081999106430867,0.08,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,150,160,170,179,188
