epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,153.53495504892362,156.19630327331694,0.15,0.001,164,324,483,643,804,962,1122,1283,1441,1603,1763,1920,2080,2242,2400,2559,2721,2879,3041,3200,3359,3520,3678,3838,3998
1,0,0,135.64154564973816,138.54640186143413,0.16,0.001,164,324,483,643,804,961,1121,1284,1440,1604,1763,1919,2079,2242,2399,2558,2722,2878,3041,3201,3358,3520,3678,3838,3998
2,0,0,119.13299668201711,122.28581802098925,0.18,0.001,164,325,482,643,805,961,1120,1285,1439,1605,1764,1918,2078,2242,2399,2558,2722,2877,3042,3202,3358,3521,3677,3837,3998
3,0,0,104.19973589667826,107.60628376023168,0.2,0.001,165,325,482,644,806,960,1119,1285,1439,1605,1764,1918,2077,2242,2399,2557,2722,2876,3042,3202,3357,3521,3677,3837,3997
4,0,0,92.21567366098888,95.82591739875231,0.22,0.001,165,325,482,644,806,959,1119,1286,1438,1606,1765,1917,2076,2242,2399,2556,2723,2876,3042,3203,3357,3521,3677,3837,3997
5,0,0,85.02330792568,88.6717882708827,0.24,0.001,165,325,481,645,807,959,1118,1287,1437,1607,1766,1916,2076,2242,2400,2555,2723,2875,3042,3204,3356,3522,3677,3837,3997
6,0,0,83.19405907180963,86.63625017133417,0.26,0.001,165,326,481,645,807,958,1118,1288,1437,1608,1766,1915,2075,2242,2400,2555,2723,2874,3042,3205,3356,3522,3676,3836,3997
7,0,0,85.74341435625684,88.81615602080795,0.27,0.001,165,326,481,646,808,958,1117,1288,1436,1608,1767,1914,2074,2242,2400,2554,2723,2874,3042,3205,3355,3522,3676,3836,3997
8,0,0,89.75379736047384,92.48795318513109,0.29,0.001,165,326,481,646,809,957,1117,1289,1436,1609,1768,1914,2074,2242,2401,2553,2723,2874,3041,3205,3355,3522,3675,3836,3997
9,0,0,92.57303915355162,95.1054154034485,0.31,0.001,166,326,481,647,809,957,1117,1290,1436,1609,1768,1913,2074,2242,2401,2553,2723,2873,3041,3205,3354,3522,3675,3836,3996
10,0,0,93.53494605126204,95.99252290217713,0.33,0.001,166,326,480,647,810,957,1117,1290,1435,1609,1769,1913,2074,2242,2401,2553,2724,2872,3040,3205,3353,3522,3675,3836,3996
11,0,0,92.78383395694533,95.26601837912877,0.34,0.001,166,326,480,647,810,957,1117,1290,1435,1609,1769,1913,2074,2242,2401,2552,2724,2872,3039,3204,3353,3522,3674,3836,3996
12,0,0,90.7677162889565,93.34422601987762,0.36,0.001,166,326,480,647,811,957,1117,1290,1435,1609,1769,1913,2074,2243,2401,2552,2724,2871,3039,3204,3352,3522,3674,3836,3996
