epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,153.79721708917558,148.77528671624196,0.15,0.001,164,324,483,643,804,962,1122,1283,1441,1603,1763,1920,2080,2242,2400,2559,2721,2879,3039,3200,3359,3520,3678,3838,3998
1,0,0,135.91910076631981,130.46528812772385,0.17,0.001,164,324,483,643,804,961,1121,1284,1440,1604,1763,1919,2079,2242,2399,2558,2722,2878,3038,3201,3358,3520,3678,3838,3998
2,0,0,119.41707782625775,113.4556028943701,0.18,0.001,164,325,482,643,805,961,1120,1285,1439,1605,1764,1918,2078,2242,2399,2558,2722,2877,3039,3202,3358,3521,3677,3837,3998
3,0,0,104.48928997150857,97.96992622898365,0.2,0.001,165,325,482,644,806,960,1119,1285,1439,1605,1764,1918,2077,2242,2399,2557,2722,2876,3039,3202,3357,3521,3677,3837,3997
4,0,0,92.50637119105635,85.48934566749385,0.22,0.001,165,325,482,644,806,959,1119,1286,1438,1606,1765,1917,2076,2242,2399,2556,2723,2876,3039,3203,3357,3521,3677,3837,3997
5,0,0,85.30302145147029,78.07489017963778,0.24,0.001,165,325,481,645,807,959,1118,1287,1437,1607,1766,1916,2076,2242,2400,2555,2723,2875,3039,3204,3356,3522,3677,3837,3997
6,0,0,83.4506309892262,76.45299886306782,0.26,0.001,165,326,481,645,807,958,1118,1288,1437,1608,1767,1915,2075,2242,2400,2555,2723,2874,3039,3205,3356,3522,3676,3836,3997
7,0,0,85.97505997380868,79.54723869245085,0.28,0.001,165,326,481,646,808,958,1117,1288,1436,1608,1767,1914,2074,2242,2400,2554,2723,2874,3038,3205,3355,3522,3676,3836,3997
8,0,0,89.97841538044,84.09588091874654,0.29,0.001,165,326,481,646,809,957,1117,1289,1436,1609,1768,1914,2074,2242,2401,2553,2723,2874,3038,3205,3355,3522,3675,3836,3997
9,0,0,92.80276148403398,87.24237184598147,0.31,0.001,166,326,481,647,809,957,1117,1290,1436,1609,1768,1913,2074,2242,2401,2553,2723,2873,3037,3205,3354,3522,3675,3836,3996
10,0,0,93.77274203326625,88.32094793280923,0.33,0.001,166,326,480,647,810,957,1117,1290,1435,1609,1769,1913,2074,2242,2401,2553,2724,2872,3036,3205,3353,3522,3675,3836,3996
11,0,0,93.0316069022378,87.51742572018158,0.35,0.001,166,326,480,647,810,957,1117,1290,1435,1609,1769,1913,2074,2242,2401,2552,2724,2872,3036,3204,3353,3522,3674,3836,3996
12,0,0,91.02371879248012,85.31842641961202,0.36,0.001,166,326,480,647,811,957,1117,1290,1435,1609,1769,1913,2074,2243,2401,2552,2724,2871,3035,3204,3352,3522,3674,3836,3996
13,0,0,88.38579816014703,82.40653145097936,0.38,0.001,166,326,480,648,811,957,1117,1290,1435,1610,1769,1913,2074,2243,2401,2552,2724,2870,3034,3203,3352,3522,3673,3836,3996
14,0,0,85.98751669483048,79.71638263341012,0.4,0.001,166,326,480,648,812,957,1118,1290,1435,1610,1769,1914,2074,2243,2401,2551,2724,2869,3033,3203,3351,3522,3673,3836,3995
15,0,0,84.09542222417639,77.55735969570361,0.42,0.001,167,326,480,648,813,957,1118,1290,1435,1610,1768,1914,2074,2243,2401,2551,2724,2869,3032,3202,3350,3522,3672,3836,3995
16,0,0,82.72272551364739,75.95487519841139,0.43,0.001,167,326,480,648,813,957,1118,1290,1435,1610,1768,1915,2074,2243,2401,2551,2725,2868,3032,3201,3350,3522,3672,3836,3995
17,0,0,81.87866463649887,74.92154425109476,0.45,0.001,167,326,480,648,814,958,1118,1289,1435,1610,1768,1915,2074,2243,2401,2551,2725,2867,3031,3201,3349,3522,3671,3836,3995
18,0,0,81.4610959676458,74.36513196090289,0.47,0.001,167,326,480,648,814,958,1119,1289,1435,1610,1767,1915,2074,2242,2401,2551,2725,2867,3030,3200,3349,3522,3671,3836,3995
19,0,0,81.3220804069765,74.12551051152194,0.49,0.001,167,326,480,648,815,958,1119,1289,1434,1611,1767,1916,2074,2242,2401,2551,2725,2866,3029,3200,3348,3522,3671,3836,3994
20,0,0,81.31886804906503,74.05894967756261,0.51,0.001,167,326,480,648,815,958,1119,1289,1434,1611,1767,1916,2074,2242,2400,2551,2725,2865,3028,3199,3347,3522,3670,3836,3994
21,0,0,81.3334427296054,74.03278016569755,0.52,0.001,167,326,480,648,816,958,1120,1289,1434,1611,1766,1916,2074,2242,2400,2550,2725,2865,3028,3199,3347,3522,3670,3836,3994
22,0,0,81.27926155776146,73.952974791206,0.54,0.001,168,326,480,648,816,958,1120,1289,1434,1611,1766,1916,2074,2242,2400,2550,2725,2864,3027,3198,3346,3522,3669,3836,3994
23,0,0,81.10606842855533,73.76444839932208,0.56,0.001,168,326,480,648,817,958,1121,1289,1434,1611,1765,1916,2074,2242,2400,2550,2725,2864,3026,3198,3345,3522,3669,3836,3994
24,0,0,80.79872574509606,73.45063712283236,0.58,0.001,168,326,480,648,818,958,1121,1289,1434,1611,1765,1916,2074,2242,2400,2550,2725,2864,3025,3197,3345,3521,3669,3836,3994
25,0,0,80.37380017086569,73.02164838465714,0.59,0.001,168,326,480,648,818,957,1122,1290,1435,1611,1765,1916,2074,2242,2400,2550,2725,2863,3025,3197,3344,3521,3668,3836,3993
26,0,0,79.86885613108215,72.5186196456641,0.61,0.001,168,326,481,648,819,957,1122,1290,1435,1611,1764,1916,2075,2242,2399,2549,2725,2863,3024,3197,3344,3521,3668,3836,3993
27,0,0,79.32977919537845,71.9904982337079,0.63,0.001,168,326,481,648,819,957,1123,1290,1435,1612,1764,1915,2075,2242,2399,2549,2725,2863,3023,3196,3343,3521,3667,3836,3993
28,0,0,78.80502789717798,71.48979316898148,0.65,0.001,169,327,481,648,820,956,1123,1290,1435,1612,1763,1915,2075,2242,2399,2549,2725,2863,3022,3196,3342,3521,3667,3836,3993
29,0,0,78.33877938459821,71.05873450885542,0.66,0.001,169,327,481,648,820,956,1124,1291,1435,1612,1763,1915,2075,2242,2399,2549,2725,2862,3022,3196,3342,3520,3667,3835,3993
30,0,0,77.95983478589311,70.72628246451244,0.68,0.001,169,327,481,648,821,956,1125,1291,1435,1612,1763,1915,2075,2242,2399,2549,2724,2862,3021,3195,3341,3520,3666,3835,3992
31,0,0,77.64791202722388,70.46542397915803,0.7,0.001,169,327,481,648,822,955,1125,1291,1435,1612,1763,1914,2075,2241,2399,2549,2724,2862,3020,3195,3341,3520,3666,3835,3992
32,0,0,77.33867407586258,70.20487944335672,0.72,0.001,169,327,481,648,822,955,1126,1292,1435,1612,1762,1914,2075,2241,2399,2548,2724,2862,3019,3195,3340,3520,3665,3835,3992
33,0,0,76.96908939734347,69.86664543636863,0.74,0.001,169,327,481,648,823,954,1126,1292,1435,1612,1762,1914,2076,2241,2399,2548,2724,2862,3019,3194,3339,3519,3665,3835,3992
34,0.00849084863846461,0.0060772400376228886,76.50355830674643,69.40617261364439,0.75,0.001,170,327,481,648,823,954,1127,1292,1435,1612,1762,1914,2076,2241,2399,2548,2724,2862,3018,3194,3339,3519,3665,3835,3992
35,0.022798625226121638,0.022470290730454034,75.94956179926254,68.83142550259112,0.77,0.001,170,327,481,648,824,953,1128,1293,1435,1612,1762,1914,2076,2241,2399,2548,2724,2861,3017,3194,3338,3519,3664,3835,3991
36,0.038170550492607314,0.040624498778143114,75.34983514414614,68.18927945088765,0.79,0.001,170,327,481,648,824,953,1128,1293,1435,1612,1762,1914,2076,2241,2399,2548,2724,2861,3017,3193,3337,3519,3664,3835,3991
37,0.053439041574882884,0.05886732518070781,74.74937290706859,67.53784384744971,0.81,0.001,170,327,482,648,825,952,1129,1293,1435,1612,1763,1915,2077,2241,2399,2548,2724,2861,3016,3193,3337,3518,3663,3835,3991
38,0.06760756492669584,0.07600997937401743,74.18782579435624,66.91992139046675,0.82,0.001,170,327,482,648,825,952,1130,1294,1436,1612,1763,1915,2077,2241,2399,2548,2724,2861,3015,3193,3336,3518,3663,3835,3991
39,0.07997222775024315,0.09095977545508682,73.69426853455938,66.37634620809962,0.84,0.001,170,328,482,648,826,952,1130,1294,1436,1612,1763,1915,2077,2241,2399,2548,2724,2861,3015,3193,3336,3518,3662,3835,3991
40,0.0905596842560813,0.1036359550163144,73.26901550322961,65.91192113461912,0.86,0.001,171,328,482,648,826,951,1131,1294,1436,1612,1763,1915,2077,2241,2399,2548,2724,2861,3014,3192,3335,3517,3662,3835,3991
41,0.10007542939036873,0.11472954440880256,72.88468792808953,65.50278798932912,0.88,0.001,171,328,482,648,827,951,1132,1295,1436,1612,1763,1915,2078,2241,2399,2548,2724,2860,3013,3192,3334,3517,3661,3835,3990
