epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.14179014576557042,0.13001083423618634,0.011805926805860678,0.008372724025222489,0.01,0.001,10,19,28,38,47,57,66,76,85,94,104,113,123,132,141,151,160,170,179,189
1,0.14166967835200578,0.13001083423618634,0.006520755675893941,0.004400593730900071,0.02,0.001,10,19,29,38,47,57,66,76,85,94,104,113,123,132,141,151,160,170,179,189
2,0.14179014576557042,0.13001083423618634,0.001940884899044537,0.001245126958481002,0.02,0.001,10,19,29,38,47,57,66,76,85,95,104,113,123,132,141,151,160,170,179,189
3,0.14179014576557042,0.13001083423618634,0.00019442811623981981,5.666402684245675e-05,0.03,0.001,10,19,29,38,47,57,66,76,85,95,104,113,123,132,141,151,160,170,179,189
4,0.14179014576557042,0.13001083423618634,0.00010145018988438892,0.0,0.04,0.001,10,19,29,38,47,57,66,76,85,94,104,113,123,132,141,151,160,170,179,189
5,0.14179014576557042,0.13001083423618634,8.454325439188892e-05,0.0,0.04,0.001,10,19,29,38,47,57,66,76,85,94,104,113,123,132,141,151,160,170,179,189
6,0.14179014576557042,0.13001083423618634,7.608957223870227e-05,0.0,0.05,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,151,160,170,179,189
7,0.14179014576557042,0.13001083423618634,2.5364477394429485e-05,0.0,0.06,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,151,160,170,179,188
8,0.14191061317913503,0.13001083423618634,0.00012711476042992498,0.0,0.06,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,151,160,170,179,188
9,0.1413082761113119,0.13001083423618634,-0.0009330387540951168,-0.0010291636897004075,0.07,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,151,160,170,179,188
10,0.19395253583905553,0.19284940411700974,0.03284107742029896,0.03243894305385331,0.08,0.001,10,19,29,38,47,56,66,76,85,94,104,114,123,132,141,150,160,170,179,188
11,0.21985302975545115,0.24268689057421453,0.04001387764542619,0.05379843369606663,0.09,0.001,10,19,29,38,47,56,66,76,86,94,104,114,123,132,141,150,160,170,179,188
12,0.22840621611853992,0.26435536294691225,0.037767529084382634,0.06128938523386984,0.09,0.001,9,19,29,37,47,56,66,76,85,94,104,114,123,131,141,150,160,170,179,188
13,0.23214070593904348,0.26435536294691225,0.03341413277526872,0.05136448745252775,0.1,0.001,9,19,29,37,47,56,66,76,85,94,104,114,123,131,141,150,160,170,179,188
14,0.23503192386459462,0.26868905742145177,0.03235543584231082,0.04982934216666823,0.11,0.001,9,19,29,37,47,56,66,76,85,94,104,114,123,131,141,150,160,170,179,188
15,0.2357547283459824,0.2676056338028169,0.023686748862441265,0.032302691167165,0.11,0.001,9,19,29,37,47,56,66,76,85,94,104,114,123,131,141,150,160,170,179,188
16,0.2361161305866763,0.2676056338028169,0.010499655871025193,0.012263829854597508,0.12,0.001,9,19,29,37,47,56,66,76,85,95,105,114,123,131,141,150,160,170,179,188
17,0.23623659800024094,0.2676056338028169,0.002852050559326247,0.00445797473282461,0.13,0.001,9,19,29,37,47,56,65,76,85,95,105,114,123,131,142,150,160,170,179,188
