epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
34,0.007354204694970057,0.009216971810794838,76.28389679451523,79.65224097404605,0.88,0.001,170,327,481,648,823,954,1127,1292,1435,1612,1762,1914,2076,2241,2405,2548,2724,2861,3022,3194,3339,3519,3665,3835,3992
35,0.02158773250036794,0.023287280173152736,75.73500844329688,79.08463437692085,0.9,0.001,170,327,481,648,824,954,1128,1292,1435,1612,1762,1914,2076,2241,2405,2548,2724,2861,3022,3194,3338,3519,3664,3835,3991
36,0.037023609420749226,0.03842518676381179,75.13521665138126,78.46938470472098,0.92,0.001,170,327,481,648,824,953,1128,1293,1435,1612,1763,1914,2076,2241,2405,2548,2724,2861,3021,3193,3338,3519,3664,3835,3991
37,0.05249433396897929,0.053472919896354165,74.52922887720797,77.85297642030136,0.93,0.001,170,327,482,648,825,953,1129,1293,1435,1612,1763,1915,2077,2241,2406,2548,2724,2861,3020,3193,3337,3518,3663,3835,3991
38,0.06686654685295024,0.06751670291923084,73.96182173404567,77.27326017634593,0.95,0.001,170,327,482,648,825,952,1130,1293,1436,1612,1763,1915,2077,2241,2406,2548,2724,2861,3020,3193,3336,3518,3663,3835,3991
39,0.0793769029334046,0.07986844385514735,73.46435346798303,76.75976818437344,0.97,0.001,170,328,482,648,826,952,1130,1294,1436,1612,1763,1915,2077,2241,2406,2548,2724,2861,3019,3193,3336,3517,3662,3835,3991
40,0.09005417620678313,0.09060464321053718,73.03709326217398,76.31063483081012,0.99,0.001,171,328,482,648,826,952,1131,1294,1436,1612,1763,1915,2078,2241,2406,2548,2724,2860,3018,3192,3335,3517,3662,3835,3991
41,0.0996322250664855,0.10038512295228008,72.65168332422691,75.89916727968759,1.01,0.001,171,328,482,648,827,951,1132,1294,1436,1612,1763,1915,2078,2241,2406,2548,2724,2860,3018,3192,3334,3517,3662,3835,3990
42,0.10912152736706826,0.11025061501781652,72.26781584516894,75.48185057101475,1.02,0.001,171,328,482,648,827,951,1132,1295,1436,1612,1763,1916,2078,2241,2406,2548,2724,2860,3017,3192,3334,3516,3661,3834,3990
43,0.11913873743676417,0.1207181304398035,71.86036875535952,75.03653407049462,1.04,0.001,171,328,483,648,828,950,1133,1295,1436,1612,1764,1916,2078,2240,2407,2549,2724,2860,3016,3191,3333,3516,3661,3834,3990
44,0.12952873507335372,0.13162646148865897,71.43530932227249,74.56963110283233,1.06,0.001,171,328,483,648,828,950,1134,1296,1436,1612,1764,1916,2079,2240,2407,2549,2724,2860,3015,3191,3333,3515,3660,3834,3990
45,0.13958097938053116,0.14247050349265067,71.02164612813476,74.10256366284672,1.08,0.001,171,328,483,648,829,949,1134,1296,1437,1613,1764,1916,2079,2240,2407,2549,2724,2860,3015,3191,3332,3515,3660,3833,3990
46,0.14865430193972096,0.1524150851527054,70.64618045230755,73.67163142854751,1.1,0.001,172,329,483,648,829,949,1135,1296,1437,1613,1764,1916,2079,2240,2407,2549,2724,2860,3014,3191,3331,3514,3659,3833,3989
47,0.15683158363356253,0.16141858510680895,70.30607956797726,73.27930101352803,1.11,0.001,172,329,483,648,829,948,1136,1297,1437,1613,1764,1916,2080,2240,2407,2549,2723,2860,3013,3190,3331,3514,3659,3833,3989
48,0.16478876705344403,0.1700667366556532,69.97354410775547,72.900466578368,1.13,0.001,172,329,483,647,830,948,1136,1297,1437,1613,1765,1916,2080,2240,2407,2549,2723,2860,3013,3190,3330,3513,3659,3832,3989
49,0.17298651939576593,0.1787934794817554,69.62929533990166,72.51617545847961,1.15,0.001,172,329,483,647,830,947,1137,1297,1437,1613,1765,1916,2080,2240,2407,2550,2723,2860,3012,3190,3330,3513,3658,3832,3989
50,0.18119483395504832,0.1873993093293579,69.28288859699595,72.13521171751871,1.17,0.001,172,329,484,647,830,947,1138,1298,1438,1613,1765,1916,2081,2240,2406,2550,2723,2860,3011,3189,3329,3512,3658,3831,3989
51,0.18883173479647908,0.19532169544593125,68.9590394443959,71.78271249054329,1.19,0.001,172,330,484,647,831,946,1138,1298,1438,1613,1766,1916,2081,2240,2406,2550,2723,2860,3010,3189,3328,3511,3657,3831,3988
52,0.19566706573873238,0.20250430238718786,68.66788064321813,71.46162035382174,1.2,0.001,173,330,484,647,831,946,1139,1299,1438,1614,1766,1916,2082,2240,2406,2551,2723,2860,3010,3189,3328,3511,3657,3830,3988
53,0.20213983031317329,0.2094474542936724,68.39102660094561,71.14986109877516,1.22,0.001,173,330,484,646,831,945,1140,1299,1438,1614,1767,1916,2082,2240,2406,2551,2723,2860,3009,3188,3327,3510,3656,3830,3988
54,0.20873715446018137,0.2166691713464296,68.1076812848595,70.82414194348739,1.24,0.001,173,330,484,646,831,945,1141,1299,1438,1614,1767,1916,2082,2240,2406,2551,2723,2860,3008,3188,3327,3510,3656,3829,3988
55,0.21539409582799207,0.22408609654342238,67.82057843586267,70.48804821674558,1.26,0.001,173,330,484,646,831,944,1141,1300,1439,1614,1767,1916,2083,2240,2406,2552,2723,2860,3008,3188,3326,3509,3656,3829,3988
56,0.22164533291510824,0.23120228897747952,67.5498658399852,70.16406902418966,1.28,0.001,173,331,484,646,831,944,1142,1300,1439,1615,1768,1916,2083,2240,2406,2552,2722,2860,3007,3187,3326,3509,3655,3828,3987
57,0.2274438934293429,0.23787639715975506,67.2977801338016,69.85884204952154,1.29,0.001,174,331,484,645,831,943,1143,1301,1439,1615,1768,1916,2083,2240,2406,2552,2722,2860,3007,3187,3325,3508,3655,3828,3987
58,0.23332989822944772,0.2445075514585665,67.04091932007832,69.55426585363043,1.31,0.001,174,331,484,645,832,943,1144,1301,1439,1615,1769,1916,2084,2240,2405,2553,2722,2860,3006,3187,3325,3507,3654,3827,3987
59,0.23961895681299128,0.2513564203498554,66.7653854869329,69.23827673219309,1.33,0.001,174,331,485,644,832,942,1144,1301,1439,1615,1769,1917,2084,2240,2405,2553,2722,2860,3005,3186,3324,3507,3654,3827,3987
60,0.24598493129840404,0.2581781626678743,66.48531689990844,68.92209993445499,1.35,0.001,174,332,485,644,832,942,1145,1302,1440,1615,1770,1917,2084,2240,2405,2554,2722,2860,3005,3186,3324,3506,3653,3826,3987
61,0.2521467031302752,0.264753831687512,66.21310145800074,68.61595241473553,1.36,0.001,174,332,485,644,832,942,1146,1302,1440,1616,1770,1917,2085,2240,2404,2554,2722,2860,3004,3186,3323,3505,3653,3826,3986
62,0.25828943017520456,0.2714375356987042,65.94061381865694,68.30336097948438,1.38,0.001,174,332,485,643,832,941,1147,1303,1440,1616,1771,1917,2085,2240,2404,2555,2722,2860,3004,3185,3323,3505,3653,3825,3986
63,0.2646359904389127,0.27846522874465496,65.65788610526918,67.9731392260943,1.4,0.001,175,332,485,643,831,941,1148,1303,1440,1616,1771,1917,2085,2240,2404,2555,2722,2860,3003,3185,3322,3504,3652,3825,3986
64,0.2710675231652896,0.28572387568942637,65.37013381148344,67.63037178294971,1.42,0.001,175,333,485,642,831,940,1149,1303,1440,1616,1772,1917,2085,2240,2403,2556,2722,2860,3003,3184,3322,3504,3652,3824,3986
65,0.27728921231449344,0.29283401652631114,65.09055816106319,67.29291875125124,1.44,0.001,175,333,485,642,831,940,1149,1304,1440,1617,1772,1917,2086,2240,2403,2557,2721,2860,3002,3184,3322,3503,3651,3824,3986
66,0.28346377879076423,0.29970950433930243,64.81190483092207,66.96499129092567,1.46,0.001,175,333,485,641,831,939,1150,1304,1441,1617,1773,1917,2086,2240,2403,2557,2721,2861,3002,3184,3321,3502,3651,3823,3985
67,0.28965769640368344,0.3064648599293641,64.53117433409608,66.6412239861709,1.47,0.001,175,334,485,641,831,939,1151,1305,1441,1617,1774,1917,2086,2239,2402,2558,2721,2861,3001,3183,3321,3502,3650,3823,3985
68,0.29576542187163213,0.31297329125118145,64.25314620215107,66.32778452503898,1.49,0.001,176,334,485,640,831,939,1152,1305,1441,1617,1774,1918,2086,2239,2402,2559,2721,2861,3001,3183,3321,3501,3650,3823,3985
69,0.3018255596354782,0.31936812820029636,63.976090733545725,66.01837827098792,1.51,0.001,176,334,485,640,831,938,1153,1306,1441,1618,1775,1918,2086,2239,2401,2559,2721,2861,3000,3182,3320,3500,3649,3822,3985
70,0.30817400140010975,0.32608206693136377,63.684561619531266,65.69195988665584,1.53,0.001,176,335,485,639,830,938,1154,1306,1441,1618,1776,1918,2087,2239,2401,2560,2721,2861,3000,3182,3320,3499,3649,3822,3985
71,0.314950506511237,0.33331065368994106,63.37189302973263,65.33869839392655,1.55,0.001,176,335,485,639,830,937,1155,1307,1441,1618,1776,1918,2087,2239,2401,2561,2721,2861,3000,3181,3320,3499,3648,3821,3984
72,0.32178299850603753,0.34065261216775755,63.05507420352862,64.97792593931419,1.56,0.001,176,335,486,638,830,937,1156,1307,1442,1618,1777,1918,2087,2239,2400,2562,2721,2861,2999,3181,3320,3498,3648,3821,3984
73,0.32834235398031464,0.3477382617790291,62.74941444883669,64.6278408466506,1.58,0.001,177,336,486,637,830,937,1157,1308,1442,1618,1778,1919,2087,2239,2400,2562,2721,2861,2999,3180,3320,3497,3647,3820,3984
74,0.33477862185126994,0.35455636155866666,62.44804285676714,64.2891797491032,1.6,0.001,177,336,486,637,829,936,1157,1308,1442,1618,1778,1919,2087,2239,2399,2563,2720,2861,2998,3180,3320,3496,3647,3820,3984
75,0.3411715399604799,0.36125709677671725,62.14724474421111,63.95459471802534,1.62,0.001,177,336,486,636,829,936,1158,1309,1442,1618,1779,1919,2087,2239,2399,2564,2720,2862,2998,3179,3320,3496,3646,3819,3983
76,0.3473851101240303,0.3677695414665906,61.85348821130665,63.62772817702004,1.64,0.001,177,337,486,635,829,936,1159,1309,1442,1619,1780,1919,2087,2239,2399,2565,2720,2862,2997,3179,3320,3495,3646,3819,3983
77,0.35348526904332767,0.3742481168751236,61.56372936589774,63.30088429970785,1.65,0.001,177,337,486,635,828,935,1160,1310,1442,1619,1780,1919,2087,2239,2398,2566,2720,2862,2997,3178,3320,3494,3645,3819,3983
78,0.359729963368684,0.38101639563238665,61.265686766737545,62.957615718458754,1.67,0.001,177,337,485,634,828,935,1161,1310,1442,1619,1781,1920,2087,2239,2398,2567,2720,2862,2996,3178,3321,3493,3645,3818,3983
79,0.3661534791401583,0.38805859293711853,60.95758483107332,62.598457605050065,1.69,0.001,178,338,485,633,827,935,1162,1311,1442,1619,1782,1920,2087,2239,2397,2568,2720,2862,2996,3177,3321,3493,3644,3818,3983
80,0.3726452210785376,0.3951853932392394,60.64462673603594,62.23287054106736,1.71,0.001,178,338,485,632,827,934,1163,1311,1442,1619,1782,1920,2087,2239,2397,2568,2720,2862,2995,3177,3321,3492,3644,3818,3982
81,0.3790676956446887,0.4021605959679708,60.33340594601696,61.87297187332689,1.73,0.001,178,338,485,632,827,934,1164,1311,1443,1619,1783,1920,2087,2239,2396,2569,2720,2862,2995,3176,3322,3491,3643,3817,3982
82,0.3852251003191467,0.40884424940277,60.03351724961128,61.52613734155489,1.74,0.001,178,339,485,631,826,934,1165,1312,1443,1619,1784,1920,2087,2239,2396,2570,2720,2862,2994,3176,3322,3490,3643,3817,3982
83,0.3912758245558502,0.41543840390157305,59.737354424780776,61.18202541903136,1.76,0.001,178,339,485,630,826,934,1166,1312,1443,1619,1785,1920,2087,2239,2395,2571,2720,2862,2994,3175,3322,3489,3643,3817,3982
84,0.3973011491682026,0.42198180657851037,59.4409707517151,60.83863374097704,1.78,0.001,179,340,485,629,825,934,1166,1313,1443,1620,1785,1921,2087,2239,2394,2572,2719,2863,2994,3175,3323,3489,3642,3816,3982
85,0.4033502499140893,0.42851063653585,59.141925348980436,60.49406769727508,1.8,0.001,179,340,485,628,825,933,1167,1313,1443,1620,1786,1921,2087,2238,2394,2573,2719,2863,2994,3174,3323,3488,3642,3816,3981
86,0.4093630795099348,0.435001478824357,58.84316499310901,60.14954508088569,1.82,0.001,179,340,485,628,824,933,1168,1314,1443,1620,1787,1921,2087,2238,2393,2574,2719,2863,2993,3174,3324,3487,3641,3816,3981
87,0.4154119780087294,0.4414492849449334,58.54107423892113,59.8053462773971,1.83,0.001,179,341,485,627,823,933,1169,1314,1443,1620,1787,1921,2087,2238,2393,2575,2719,2863,2993,3174,3325,3486,3641,3815,3981
88,0.42154130636697384,0.44793011568402064,58.23336462767178,59.457375012351285,1.85,0.001,179,341,485,626,823,933,1170,1315,1443,1620,1788,1921,2086,2238,2392,2577,2719,2863,2993,3173,3325,3485,3640,3815,3981
89,0.4276843965055658,0.454412651985603,57.92332915628102,59.10726230363956,1.87,0.001,180,342,484,625,822,933,1170,1315,1443,1620,1789,1922,2086,2238,2392,2578,2719,2863,2993,3173,3326,3485,3640,3815,3980
90,0.43385051137560915,0.46095028702735275,57.6104514070852,58.75206113405724,1.89,0.001,180,342,484,624,822,933,1171,1316,1443,1620,1789,1922,2086,2238,2391,2579,2719,2863,2993,3172,3327,3484,3640,3815,3980
91,0.44002927257215263,0.46750736812005333,57.295217456253496,58.393633268105525,1.91,0.001,180,342,484,624,821,933,1172,1316,1443,1620,1790,1922,2086,2238,2391,2580,2718,2863,2993,3172,3328,3483,3639,3814,3980
92,0.4461856899470833,0.47397936021482867,56.97939209088559,58.03768853956561,1.92,0.001,180,343,484,623,821,933,1173,1317,1443,1620,1790,1922,2085,2238,2390,2581,2718,2863,2993,3172,3328,3482,3639,3814,3980
93,0.45236255342699894,0.4804425883422745,56.66074427155233,57.680029818332706,1.94,0.001,180,343,484,622,820,933,1173,1317,1443,1620,1791,1923,2085,2238,2390,2582,2718,2864,2993,3171,3329,3481,3638,3814,3980
94,0.4585279615279223,0.48688857509048467,56.340894443723116,57.32110205006857,1.96,0.001,181,343,483,621,819,933,1174,1318,1443,1620,1792,1923,2084,2238,2389,2583,2718,2864,2994,3171,3330,3480,3638,3814,3979
95,0.46470647401069254,0.4933400229420447,56.01853200267189,56.95961039892105,1.98,0.001,181,344,483,620,819,934,1175,1318,1443,1620,1792,1923,2084,2238,2389,2584,2718,2864,2994,3171,3331,3480,3637,3814,3979
96,0.47091006085696274,0.49981605638750726,55.69298207093175,56.59441218207302,2.0,0.001,181,344,483,619,818,934,1176,1319,1443,1619,1793,1923,2083,2238,2388,2585,2718,2864,2994,3171,3332,3479,3637,3814,3979
97,0.4770885903825197,0.5062517869220722,55.36684521289004,56.2291432687212,2.01,0.001,181,345,483,619,817,934,1177,1319,1442,1619,1793,1924,2083,2238,2388,2586,2718,2864,2994,3170,3333,3478,3637,3813,3979
98,0.4832600351610683,0.5126270156107877,55.0391550966219,55.864951644708555,2.03,0.001,181,345,482,618,817,934,1177,1320,1442,1619,1794,1924,2082,2238,2387,2588,2717,2864,2994,3170,3334,3477,3636,3813,3978
99,0.48937263434621825,0.5188906956712559,54.7126504667225,55.504803423892966,2.05,0.001,182,346,482,617,816,935,1178,1320,1442,1619,1795,1924,2081,2237,2387,2589,2717,2864,2995,3170,3335,3477,3636,3813,3978
100,0.4954475353203541,0.5250861430996563,54.38621920894805,55.14626547376644,2.07,0.001,182,346,482,616,816,935,1179,1321,1442,1619,1795,1924,2080,2237,2386,2590,2717,2864,2995,3170,3336,3476,3636,3813,3978
101,0.5015080306323167,0.5312466855928114,54.05860038320105,54.78742433473557,2.08,0.001,182,346,482,615,815,936,1180,1321,1442,1619,1796,1925,2080,2237,2386,2591,2717,2864,2995,3169,3337,3475,3635,3813,3978
102,0.5075740153870195,0.5374129032888256,53.7286862720058,54.425880917738716,2.1,0.001,182,347,481,614,814,936,1180,1321,1442,1618,1797,1925,2079,2237,2385,2592,2717,2865,2996,3169,3338,3474,3635,3813,3978
103,0.5136905776920595,0.5436335134368109,53.393953839743176,54.05869748188075,2.12,0.001,182,347,481,614,814,937,1181,1322,1442,1618,1797,1925,2078,2237,2384,2593,2716,2865,2996,3169,3339,3474,3634,3813,3977
104,0.5198749967671386,0.5499140750856362,53.05335702296557,53.685428601629184,2.14,0.001,182,348,481,613,813,937,1182,1322,1442,1618,1798,1925,2077,2237,2384,2594,2716,2865,2997,3169,3340,3473,3634,3813,3977
105,0.526126596857432,0.5562199371612679,52.70682845348409,53.308025713477235,2.16,0.001,183,348,480,612,812,938,1182,1323,1442,1618,1799,1926,2076,2237,2383,2595,2716,2865,2997,3169,3341,3472,3634,3813,3977
106,0.532415819007942,0.5625752976109015,52.355898776725724,52.924938094112356,2.17,0.001,183,348,480,611,812,939,1183,1323,1441,1617,1800,1926,2074,2237,2383,2596,2716,2865,2998,3168,3343,3472,3633,3813,3977
107,0.5387397242199792,0.5689678705368459,52.000647907622266,52.536789565146634,2.19,0.001,183,349,480,610,811,939,1184,1323,1441,1617,1800,1926,2073,2237,2382,2597,2716,2865,2998,3168,3344,3471,3633,3813,3976
108,0.5450589481557765,0.5753187465758677,51.64321570657297,52.148310510145,2.21,0.001,183,349,479,609,810,940,1184,1323,1441,1617,1801,1926,2072,2237,2382,2598,2715,2865,2999,3168,3345,3470,3633,3813,3976
109,0.5513647802513931,0.5816379453856025,51.28406118513456,51.7588755787051,2.23,0.001,183,350,479,609,810,941,1185,1324,1441,1616,1802,1927,2070,2236,2381,2599,2715,2865,2999,3168,3346,3470,3633,3813,3976
110,0.5576207492408964,0.5879319811577433,50.925242965485694,51.368059046788744,2.25,0.001,184,350,479,608,809,942,1186,1324,1441,1616,1803,1927,2069,2236,2381,2600,2715,2865,3000,3168,3347,3469,3632,3813,3976
111,0.563816350499019,0.5941967456187558,50.56737412771079,50.97608297188251,2.26,0.001,184,351,478,607,808,943,1186,1324,1441,1615,1803,1927,2067,2236,2380,2601,2715,2865,3000,3167,3348,3468,3632,3813,3975
112,0.5699251173961765,0.6003406603996255,50.212026035540035,50.58871915614562,2.28,0.001,184,351,478,606,808,944,1187,1325,1440,1615,1804,1928,2066,2236,2380,2602,2714,2865,3001,3167,3350,3468,3632,3813,3975
113,0.5759555171645883,0.6063906043259035,49.85875312993572,50.20436020111326,2.3,0.001,184,351,477,605,807,945,1188,1325,1440,1614,1805,1928,2064,2236,2379,2603,2714,2865,3001,3167,3351,3467,3632,3813,3975
114,0.5818953918981522,0.6123260667691526,49.508322276253466,49.82439132295672,2.32,0.001,184,352,477,605,806,946,1188,1325,1440,1614,1806,1929,2062,2236,2379,2604,2714,2865,3002,3167,3352,3467,3632,3813,3975
115,0.587762143772973,0.6181834176689933,49.15974886228697,49.44655860829068,2.34,0.001,185,352,477,604,806,947,1189,1325,1440,1613,1807,1929,2060,2236,2378,2605,2714,2865,3002,3167,3353,3466,3631,3813,3975
116,0.5935792670708582,0.6239344600991323,48.81166722641089,49.07275967568464,2.35,0.001,185,353,476,603,805,948,1189,1325,1439,1612,1807,1930,2059,2235,2378,2606,2713,2865,3003,3166,3354,3466,3631,3813,3974
117,0.5993437094168432,0.629573060374929,48.46427435412476,48.70347840343388,2.37,0.001,185,353,476,602,805,949,1190,1325,1439,1612,1808,1930,2057,2235,2377,2607,2713,2865,3003,3166,3355,3465,3631,3813,3974
118,0.6050873720359133,0.63518788051301,48.11563677177228,48.332951686711624,2.39,0.001,185,354,475,601,804,950,1190,1325,1438,1611,1809,1931,2055,2235,2377,2608,2713,2865,3004,3166,3357,3464,3631,3813,3974
119,0.6107996111969711,0.6407687654116758,47.76638401016189,47.961830221574374,2.41,0.001,185,354,475,601,803,951,1191,1325,1438,1610,1809,1931,2052,2235,2376,2609,2713,2865,3004,3166,3358,3464,3631,3813,3974
120,0.6164921071106201,0.6462832297569583,47.41577648183144,47.59228288940341,2.43,0.001,186,354,475,600,803,952,1192,1325,1438,1610,1810,1932,2050,2235,2376,2610,2712,2865,3004,3166,3359,3464,3631,3813,3973
121,0.622155973026776,0.6517685278650132,47.06434414962536,47.22181854274965,2.44,0.001,186,355,474,599,802,953,1192,1325,1437,1609,1811,1933,2048,2235,2375,2611,2712,2865,3005,3165,3360,3463,3631,3814,3973
122,0.6277848217376487,0.6572252916814822,46.71246038347932,46.850378950575205,2.46,0.001,186,355,474,598,802,954,1193,1324,1437,1608,1811,1934,2046,2234,2374,2612,2712,2865,3005,3165,3361,3463,3631,3814,3973
123,0.6333734650374482,0.6625801387037491,46.36045193811478,46.48298579856935,2.48,0.001,186,356,473,598,801,955,1193,1324,1436,1607,1812,1935,2043,2234,2374,2613,2712,2865,3005,3165,3362,3462,3631,3814,3973
124,0.6389063558017133,0.6678533220928223,46.00930294007126,46.118338251143385,2.5,0.001,186,356,473,597,801,957,1194,1324,1436,1607,1812,1936,2041,2234,2373,2614,2711,2865,3006,3165,3364,3462,3631,3814,3972
